Commodity,Unit,Location,Spot Price(Rs.),Up/Down,Date,Time
GOLD,10 GRMS,AHMEDABAD,8663,+,04 Oct 2006,16:34
GOLD,10 GRMS,AHMEDABAD,8624,-,04 Oct 2006,12:41
GOLD,10 GRMS,AHMEDABAD,8861,+,03 Oct 2006,16:23
GOLD,10 GRMS,AHMEDABAD,8822,-,03 Oct 2006,12:41
GOLD,10 GRMS,AHMEDABAD,8960,-,30 Sep 2006,12:10
GOLD,10 GRMS,AHMEDABAD,9035,+,29 Sep 2006,16:27
GOLD,10 GRMS,AHMEDABAD,9025,-,29 Sep 2006,12:28
GOLD,10 GRMS,AHMEDABAD,9064,+,28 Sep 2006,16:28
GOLD,10 GRMS,AHMEDABAD,9030,+,28 Sep 2006,12:36
GOLD,10 GRMS,AHMEDABAD,8950,+,27 Sep 2006,16:21
GOLD,10 GRMS,AHMEDABAD,8921,+,27 Sep 2006,12:26
GOLD,10 GRMS,AHMEDABAD,8822,-,26 Sep 2006,16:29
GOLD,10 GRMS,AHMEDABAD,8856,+,26 Sep 2006,12:36
GOLD,10 GRMS,AHMEDABAD,8812,=,25 Sep 2006,16:32
GOLD,10 GRMS,AHMEDABAD,8812,+,25 Sep 2006,12:24
GOLD,10 GRMS,AHMEDABAD,8723,-,23 Sep 2006,12:17
GOLD,10 GRMS,AHMEDABAD,8881,+,22 Sep 2006,16:19
GOLD,10 GRMS,AHMEDABAD,8802,+,22 Sep 2006,12:35
GOLD,10 GRMS,AHMEDABAD,8673,+,21 Sep 2006,16:22
GOLD,10 GRMS,AHMEDABAD,8658,=,21 Sep 2006,12:41
GOLD,10 GRMS,AHMEDABAD,8658,+,20 Sep 2006,16:22
GOLD,10 GRMS,AHMEDABAD,8629,-,20 Sep 2006,12:35
GOLD,10 GRMS,AHMEDABAD,8757,-,19 Sep 2006,16:16
GOLD,10 GRMS,AHMEDABAD,8832,+,19 Sep 2006,12:54
GOLD,10 GRMS,AHMEDABAD,8767,-,18 Sep 2006,16:25
GOLD,10 GRMS,AHMEDABAD,8787,+,18 Sep 2006,12:34
GOLD,10 GRMS,AHMEDABAD,8728,+,16 Sep 2006,12:16
GOLD,10 GRMS,AHMEDABAD,8688,-,15 Sep 2006,12:05
GOLD,10 GRMS,AHMEDABAD,8941,+,14 Sep 2006,16:19
GOLD,10 GRMS,AHMEDABAD,8876,+,14 Sep 2006,12:03
GOLD,10 GRMS,AHMEDABAD,8822,=,13 Sep 2006,19:18
GOLD,10 GRMS,AHMEDABAD,8748,-,13 Sep 2006,12:09
GOLD,10 GRMS,AHMEDABAD,8995,-,12 Sep 2006,16:27
GOLD,10 GRMS,AHMEDABAD,9000,=,12 Sep 2006,12:22
GOLD,10 GRMS,AHMEDABAD,9000,+,11 Sep 2006,16:25
GOLD,10 GRMS,AHMEDABAD,8975,-,11 Sep 2006,12:27
GOLD,10 GRMS,AHMEDABAD,9198,-,09 Sep 2006,13:01
GOLD,10 GRMS,AHMEDABAD,9248,-,08 Sep 2006,16:21
GOLD,10 GRMS,AHMEDABAD,9287,-,08 Sep 2006,12:46
GOLD,10 GRMS,AHMEDABAD,9535,=,07 Sep 2006,16:27
GOLD,10 GRMS,AHMEDABAD,9535,-,07 Sep 2006,12:38
GOLD,10 GRMS,AHMEDABAD,9569,-,06 Sep 2006,16:22
GOLD,10 GRMS,AHMEDABAD,9609,+,06 Sep 2006,12:09
GOLD,10 GRMS,AHMEDABAD,9500,+,05 Sep 2006,18:32
GOLD,10 GRMS,AHMEDABAD,9480,+,05 Sep 2006,12:48
GOLD,10 GRMS,AHMEDABAD,9450,-,04 Sep 2006,16:30
GOLD,10 GRMS,AHMEDABAD,9485,=,04 Sep 2006,12:17
GOLD,10 GRMS,AHMEDABAD,9485,+,02 Sep 2006,12:54
GOLD,10 GRMS,AHMEDABAD,9455,-,01 Sep 2006,16:21
GOLD,10 GRMS,AHMEDABAD,9490,+,01 Sep 2006,12:18
GOLD,10 GRMS,AHMEDABAD,9406,=,31 Aug 2006,16:27
GOLD,10 GRMS,AHMEDABAD,9406,+,31 Aug 2006,12:27
GOLD,10 GRMS,AHMEDABAD,9317,=,30 Aug 2006,16:28
GOLD,10 GRMS,AHMEDABAD,9317,-,30 Aug 2006,12:18
GOLD,10 GRMS,AHMEDABAD,9351,+,29 Aug 2006,16:25
GOLD,10 GRMS,AHMEDABAD,9342,-,29 Aug 2006,12:17
GOLD,10 GRMS,AHMEDABAD,9455,=,28 Aug 2006,16:39
GOLD,10 GRMS,AHMEDABAD,9455,=,28 Aug 2006,14:19
GOLD,10 GRMS,AHMEDABAD,9455,+,26 Aug 2006,12:51
GOLD,10 GRMS,AHMEDABAD,9441,-,25 Aug 2006,16:19
GOLD,10 GRMS,AHMEDABAD,9446,-,25 Aug 2006,12:53
GOLD,10 GRMS,AHMEDABAD,9460,+,24 Aug 2006,16:38
GOLD,10 GRMS,AHMEDABAD,9446,-,24 Aug 2006,12:51
GOLD,10 GRMS,AHMEDABAD,9475,+,23 Aug 2006,16:28
GOLD,10 GRMS,AHMEDABAD,9436,-,23 Aug 2006,12:47
GOLD,10 GRMS,AHMEDABAD,9475,+,22 Aug 2006,12:40
GOLD,10 GRMS,AHMEDABAD,9406,+,21 Aug 2006,16:44
GOLD,10 GRMS,AHMEDABAD,9361,+,21 Aug 2006,12:44
GOLD,10 GRMS,AHMEDABAD,9297,-,19 Aug 2006,12:43
GOLD,10 GRMS,AHMEDABAD,9322,=,18 Aug 2006,20:39
GOLD,10 GRMS,AHMEDABAD,9277,-,18 Aug 2006,12:38
GOLD,10 GRMS,AHMEDABAD,9510,-,17 Aug 2006,16:25
GOLD,10 GRMS,AHMEDABAD,9525,+,17 Aug 2006,12:32
GOLD,10 GRMS,AHMEDABAD,9495,=,16 Aug 2006,16:16
GOLD,10 GRMS,AHMEDABAD,9495,-,16 Aug 2006,12:13
GOLD,10 GRMS,AHMEDABAD,9510,=,14 Aug 2006,16:06
GOLD,10 GRMS,AHMEDABAD,9510,-,14 Aug 2006,12:15
GOLD,10 GRMS,AHMEDABAD,9554,-,12 Aug 2006,13:16
GOLD,10 GRMS,AHMEDABAD,9703,=,11 Aug 2006,16:05
GOLD,10 GRMS,AHMEDABAD,9703,-,11 Aug 2006,13:11
GOLD,10 GRMS,AHMEDABAD,9787,-,10 Aug 2006,16:35
GOLD,10 GRMS,AHMEDABAD,9837,+,10 Aug 2006,12:49
GOLD,10 GRMS,AHMEDABAD,9743,=,09 Aug 2006,16:31
GOLD,10 GRMS,AHMEDABAD,9743,=,09 Aug 2006,12:46
GOLD,10 GRMS,AHMEDABAD,9743,-,08 Aug 2006,16:32
GOLD,10 GRMS,AHMEDABAD,9792,-,08 Aug 2006,12:31
GOLD,10 GRMS,AHMEDABAD,9832,=,07 Aug 2006,16:35
GOLD,10 GRMS,AHMEDABAD,9832,+,07 Aug 2006,12:50
GOLD,10 GRMS,AHMEDABAD,9762,-,05 Aug 2006,12:57
GOLD,10 GRMS,AHMEDABAD,9782,-,04 Aug 2006,16:09
GOLD,10 GRMS,AHMEDABAD,9802,=,04 Aug 2006,12:08
GOLD,10 GRMS,AHMEDABAD,9802,=,03 Aug 2006,18:26
GOLD,10 GRMS,AHMEDABAD,9881,+,03 Aug 2006,12:22
GOLD,10 GRMS,AHMEDABAD,9861,+,02 Aug 2006,16:34
GOLD,10 GRMS,AHMEDABAD,9817,+,02 Aug 2006,12:38
GOLD,10 GRMS,AHMEDABAD,9620,+,01 Aug 2006,16:29
GOLD,10 GRMS,AHMEDABAD,9614,+,01 Aug 2006,12:17
GOLD,10 GRMS,AHMEDABAD,9609,-,31 Jul 2006,16:32
GOLD,10 GRMS,AHMEDABAD,9670,+,31 Jul 2006,12:32
GOLD,10 GRMS,AHMEDABAD,9652,+,29 Jul 2006,12:27
GOLD,10 GRMS,AHMEDABAD,9589,=,28 Jul 2006,18:49
GOLD,10 GRMS,AHMEDABAD,9579,-,28 Jul 2006,12:46
GOLD,10 GRMS,AHMEDABAD,9609,+,27 Jul 2006,16:27
GOLD,10 GRMS,AHMEDABAD,9563,+,27 Jul 2006,12:25
GOLD,10 GRMS,AHMEDABAD,9391,-,26 Jul 2006,16:34
GOLD,10 GRMS,AHMEDABAD,9406,-,26 Jul 2006,12:27
GOLD,10 GRMS,AHMEDABAD,9465,+,25 Jul 2006,16:22
GOLD,10 GRMS,AHMEDABAD,9441,+,25 Jul 2006,12:43
GOLD,10 GRMS,AHMEDABAD,9371,+,24 Jul 2006,16:37
GOLD,10 GRMS,AHMEDABAD,9366,-,24 Jul 2006,12:32
GOLD,10 GRMS,AHMEDABAD,9455,-,22 Jul 2006,12:32
GOLD,10 GRMS,AHMEDABAD,9584,+,21 Jul 2006,16:09
GOLD,10 GRMS,AHMEDABAD,9530,-,21 Jul 2006,12:18
GOLD,10 GRMS,AHMEDABAD,9752,+,20 Jul 2006,16:39
GOLD,10 GRMS,AHMEDABAD,9703,+,20 Jul 2006,12:45
GOLD,10 GRMS,AHMEDABAD,9465,-,19 Jul 2006,16:40
GOLD,10 GRMS,AHMEDABAD,9554,-,19 Jul 2006,12:32
GOLD,10 GRMS,AHMEDABAD,9777,-,18 Jul 2006,16:24
GOLD,10 GRMS,AHMEDABAD,9851,-,18 Jul 2006,12:43
GOLD,10 GRMS,AHMEDABAD,10050,-,17 Jul 2006,16:33
GOLD,10 GRMS,AHMEDABAD,10198,+,17 Jul 2006,13:06
GOLD,10 GRMS,AHMEDABAD,9990,+,15 Jul 2006,12:59
GOLD,10 GRMS,AHMEDABAD,9901,=,14 Jul 2006,16:40
GOLD,10 GRMS,AHMEDABAD,9901,+,14 Jul 2006,12:42
GOLD,10 GRMS,AHMEDABAD,9777,+,13 Jul 2006,16:29
GOLD,10 GRMS,AHMEDABAD,9757,+,13 Jul 2006,12:46
GOLD,10 GRMS,AHMEDABAD,9703,+,12 Jul 2006,16:45
GOLD,10 GRMS,AHMEDABAD,9604,+,12 Jul 2006,12:16
GOLD,10 GRMS,AHMEDABAD,9431,=,11 Jul 2006,16:30
GOLD,10 GRMS,AHMEDABAD,9431,+,11 Jul 2006,13:34
GOLD,10 GRMS,AHMEDABAD,9366,=,10 Jul 2006,19:38
GOLD,10 GRMS,AHMEDABAD,9436,+,10 Jul 2006,12:50
GOLD,10 GRMS,AHMEDABAD,9416,-,08 Jul 2006,12:18
GOLD,10 GRMS,AHMEDABAD,9446,=,07 Jul 2006,18:51
GOLD,10 GRMS,AHMEDABAD,9446,+,07 Jul 2006,12:22
GOLD,10 GRMS,AHMEDABAD,9342,=,06 Jul 2006,19:05
GOLD,10 GRMS,AHMEDABAD,9342,-,06 Jul 2006,12:34
GOLD,10 GRMS,AHMEDABAD,9356,+,05 Jul 2006,23:25
GOLD,10 GRMS,AHMEDABAD,9337,+,05 Jul 2006,12:50
GOLD,10 GRMS,AHMEDABAD,9282,=,03 Jul 2006,20:26
GOLD,10 GRMS,AHMEDABAD,9233,+,03 Jul 2006,14:04
GOLD,10 GRMS,AHMEDABAD,9139,+,01 Jul 2006,12:49
GOLD,10 GRMS,AHMEDABAD,8970,-,30 Jun 2006,16:53
GOLD,10 GRMS,AHMEDABAD,8985,+,30 Jun 2006,12:49
GOLD,10 GRMS,AHMEDABAD,8787,+,29 Jun 2006,16:44
GOLD,10 GRMS,AHMEDABAD,8762,-,29 Jun 2006,12:24
GOLD,10 GRMS,AHMEDABAD,8812,=,28 Jun 2006,16:37
GOLD,10 GRMS,AHMEDABAD,8812,+,28 Jun 2006,12:42
GOLD,10 GRMS,AHMEDABAD,8772,=,27 Jun 2006,22:55
GOLD,10 GRMS,AHMEDABAD,8772,=,27 Jun 2006,16:37
GOLD,10 GRMS,AHMEDABAD,8772,=,26 Jun 2006,21:09
GOLD,10 GRMS,AHMEDABAD,8762,+,26 Jun 2006,12:56
GOLD,10 GRMS,AHMEDABAD,8723,=,24 Jun 2006,13:01
GOLD,10 GRMS,AHMEDABAD,8723,+,24 Jun 2006,12:34
GOLD,10 GRMS,AHMEDABAD,8703,=,23 Jun 2006,21:31
GOLD,10 GRMS,AHMEDABAD,8743,-,23 Jun 2006,12:50
GOLD,10 GRMS,AHMEDABAD,8842,+,22 Jun 2006,16:18
GOLD,10 GRMS,AHMEDABAD,8837,+,22 Jun 2006,12:44
GOLD,10 GRMS,AHMEDABAD,8594,-,21 Jun 2006,17:13
GOLD,10 GRMS,AHMEDABAD,8614,+,21 Jun 2006,12:52
GOLD,10 GRMS,AHMEDABAD,8520,-,20 Jun 2006,17:11
GOLD,10 GRMS,AHMEDABAD,8524,+,20 Jun 2006,14:44
GOLD,10 GRMS,AHMEDABAD,8480,-,19 Jun 2006,17:04
GOLD,10 GRMS,AHMEDABAD,8525,-,19 Jun 2006,12:55
GOLD,10 GRMS,AHMEDABAD,8639,=,16 Jun 2006,23:06
GOLD,10 GRMS,AHMEDABAD,8678,+,16 Jun 2006,12:25
GOLD,10 GRMS,AHMEDABAD,8569,=,15 Jun 2006,22:44
GOLD,10 GRMS,AHMEDABAD,8515,+,15 Jun 2006,12:58
GOLD,10 GRMS,AHMEDABAD,8440,+,14 Jun 2006,16:18
GOLD,10 GRMS,AHMEDABAD,8366,-,14 Jun 2006,12:42
GOLD,10 GRMS,AHMEDABAD,8856,=,13 Jun 2006,19:43
GOLD,10 GRMS,AHMEDABAD,8901,-,13 Jun 2006,12:33
GOLD,10 GRMS,AHMEDABAD,9050,=,12 Jun 2006,18:43
GOLD,10 GRMS,AHMEDABAD,8980,-,12 Jun 2006,12:52
GOLD,10 GRMS,AHMEDABAD,9134,=,09 Jun 2006,21:53
GOLD,10 GRMS,AHMEDABAD,9066,-,09 Jun 2006,12:46
GOLD,10 GRMS,AHMEDABAD,9282,=,08 Jun 2006,20:53
GOLD,10 GRMS,AHMEDABAD,9376,+,08 Jun 2006,12:30
GOLD,10 GRMS,AHMEDABAD,9332,=,07 Jun 2006,17:01
GOLD,10 GRMS,AHMEDABAD,9332,-,07 Jun 2006,12:38
GOLD,10 GRMS,AHMEDABAD,9480,=,06 Jun 2006,18:29
GOLD,10 GRMS,AHMEDABAD,9505,-,06 Jun 2006,12:41
GOLD,10 GRMS,AHMEDABAD,9614,-,05 Jun 2006,17:17
GOLD,10 GRMS,AHMEDABAD,9658,+,05 Jun 2006,12:57
GOLD,10 GRMS,AHMEDABAD,9530,+,03 Jun 2006,12:59
GOLD,10 GRMS,AHMEDABAD,9455,=,02 Jun 2006,20:11
GOLD,10 GRMS,AHMEDABAD,9480,-,02 Jun 2006,12:32
GOLD,10 GRMS,AHMEDABAD,9540,-,01 Jun 2006,16:46
GOLD,10 GRMS,AHMEDABAD,9579,-,01 Jun 2006,12:58
GOLD,10 GRMS,AHMEDABAD,9851,=,31 May 2006,22:47
GOLD,10 GRMS,AHMEDABAD,9851,+,31 May 2006,12:35
GOLD,10 GRMS,AHMEDABAD,9797,+,30 May 2006,16:35
GOLD,10 GRMS,AHMEDABAD,9792,+,30 May 2006,12:30
GOLD,10 GRMS,AHMEDABAD,9665,=,29 May 2006,17:06
GOLD,10 GRMS,AHMEDABAD,9665,-,29 May 2006,13:11
GOLD,10 GRMS,AHMEDABAD,9720,+,27 May 2006,13:32
GOLD,10 GRMS,AHMEDABAD,9624,-,25 May 2006,12:37
GOLD,10 GRMS,AHMEDABAD,9891,-,24 May 2006,17:14
GOLD,10 GRMS,AHMEDABAD,9951,+,24 May 2006,12:40
GOLD,10 GRMS,AHMEDABAD,9668,+,23 May 2006,12:44
GOLD,10 GRMS,AHMEDABAD,9590,+,22 May 2006,16:45
GOLD,10 GRMS,AHMEDABAD,9555,-,22 May 2006,12:51
GOLD,10 GRMS,AHMEDABAD,9767,-,20 May 2006,13:52
GOLD,10 GRMS,AHMEDABAD,10064,-,19 May 2006,16:52
GOLD,10 GRMS,AHMEDABAD,10173,-,19 May 2006,13:01
GOLD,10 GRMS,AHMEDABAD,10183,+,18 May 2006,16:33
GOLD,10 GRMS,AHMEDABAD,10084,-,18 May 2006,13:11
GOLD,10 GRMS,AHMEDABAD,10460,=,17 May 2006,18:31
GOLD,10 GRMS,AHMEDABAD,10361,+,17 May 2006,12:26
GOLD,10 GRMS,AHMEDABAD,10134,+,16 May 2006,17:05
GOLD,10 GRMS,AHMEDABAD,10065,-,16 May 2006,13:07
GOLD,10 GRMS,AHMEDABAD,10223,=,15 May 2006,20:39
GOLD,10 GRMS,AHMEDABAD,10245,-,15 May 2006,13:11
GOLD,10 GRMS,AHMEDABAD,10445,-,13 May 2006,12:34
GOLD,10 GRMS,AHMEDABAD,10668,+,12 May 2006,16:56
GOLD,10 GRMS,AHMEDABAD,10510,+,12 May 2006,12:28
GOLD,10 GRMS,AHMEDABAD,10346,-,11 May 2006,16:53
GOLD,10 GRMS,AHMEDABAD,10356,+,11 May 2006,12:33
GOLD,10 GRMS,AHMEDABAD,10250,+,10 May 2006,16:46
GOLD,10 GRMS,AHMEDABAD,10220,+,10 May 2006,12:18
GOLD,10 GRMS,AHMEDABAD,9960,+,09 May 2006,16:56
GOLD,10 GRMS,AHMEDABAD,9915,-,09 May 2006,15:52
GOLD,10 GRMS,AHMEDABAD,9925,-,08 May 2006,16:32
GOLD,10 GRMS,AHMEDABAD,9980,+,08 May 2006,12:50
GOLD,10 GRMS,AHMEDABAD,9950,+,06 May 2006,12:38
GOLD,10 GRMS,AHMEDABAD,9916,+,05 May 2006,12:29
GOLD,10 GRMS,AHMEDABAD,9727,+,04 May 2006,16:44
GOLD,10 GRMS,AHMEDABAD,9718,-,04 May 2006,12:59
GOLD,10 GRMS,AHMEDABAD,9827,+,03 May 2006,16:50
