Commodity,Unit,Location,Spot Price(Rs.),Up/Down,Date,Time
GOLD,10 GRMS,AHMEDABAD,12254,+,08 Dec 2008,13:12
GOLD,10 GRMS,AHMEDABAD,12150,-,06 Dec 2008,13:01
GOLD,10 GRMS,AHMEDABAD,12380,+,05 Dec 2008,17:56
GOLD,10 GRMS,AHMEDABAD,12377,-,05 Dec 2008,12:53
GOLD,10 GRMS,AHMEDABAD,12470,+,04 Dec 2008,16:54
GOLD,10 GRMS,AHMEDABAD,12426,-,04 Dec 2008,12:58
GOLD,10 GRMS,AHMEDABAD,12560,-,03 Dec 2008,16:56
GOLD,10 GRMS,AHMEDABAD,12580,+,03 Dec 2008,12:52
GOLD,10 GRMS,AHMEDABAD,12544,-,02 Dec 2008,16:55
GOLD,10 GRMS,AHMEDABAD,12555,-,02 Dec 2008,13:03
GOLD,10 GRMS,AHMEDABAD,12902,-,01 Dec 2008,16:58
GOLD,10 GRMS,AHMEDABAD,13026,-,01 Dec 2008,12:51
GOLD,10 GRMS,AHMEDABAD,13136,+,29 Nov 2008,14:00
GOLD,10 GRMS,AHMEDABAD,13031,+,28 Nov 2008,17:03
GOLD,10 GRMS,AHMEDABAD,13022,+,28 Nov 2008,12:56
GOLD,10 GRMS,AHMEDABAD,13015,+,26 Nov 2008,17:11
GOLD,10 GRMS,AHMEDABAD,12996,-,26 Nov 2008,12:48
GOLD,10 GRMS,AHMEDABAD,13040,-,25 Nov 2008,16:42
GOLD,10 GRMS,AHMEDABAD,13108,+,25 Nov 2008,12:51
GOLD,10 GRMS,AHMEDABAD,13066,+,24 Nov 2008,16:53
GOLD,10 GRMS,AHMEDABAD,12781,-,24 Nov 2008,12:55
GOLD,10 GRMS,AHMEDABAD,12910,+,22 Nov 2008,13:09
GOLD,10 GRMS,AHMEDABAD,12320,+,21 Nov 2008,16:46
GOLD,10 GRMS,AHMEDABAD,12246,+,21 Nov 2008,12:45
GOLD,10 GRMS,AHMEDABAD,12130,-,20 Nov 2008,16:54
GOLD,10 GRMS,AHMEDABAD,12158,+,20 Nov 2008,12:49
GOLD,10 GRMS,AHMEDABAD,11968,-,19 Nov 2008,17:12
GOLD,10 GRMS,AHMEDABAD,11970,+,19 Nov 2008,12:41
GOLD,10 GRMS,AHMEDABAD,11948,-,18 Nov 2008,16:43
GOLD,10 GRMS,AHMEDABAD,11971,+,18 Nov 2008,12:54
GOLD,10 GRMS,AHMEDABAD,11918,+,17 Nov 2008,16:56
GOLD,10 GRMS,AHMEDABAD,11880,+,17 Nov 2008,12:58
GOLD,10 GRMS,AHMEDABAD,11861,+,15 Nov 2008,12:58
GOLD,10 GRMS,AHMEDABAD,11760,-,14 Nov 2008,17:01
GOLD,10 GRMS,AHMEDABAD,11793,+,14 Nov 2008,12:48
GOLD,10 GRMS,AHMEDABAD,11790,+,12 Nov 2008,16:43
GOLD,10 GRMS,AHMEDABAD,11756,+,12 Nov 2008,12:57
GOLD,10 GRMS,AHMEDABAD,11670,-,11 Nov 2008,16:59
GOLD,10 GRMS,AHMEDABAD,11706,-,11 Nov 2008,12:54
GOLD,10 GRMS,AHMEDABAD,11755,+,10 Nov 2008,17:12
GOLD,10 GRMS,AHMEDABAD,11750,+,10 Nov 2008,12:55
GOLD,10 GRMS,AHMEDABAD,11668,+,08 Nov 2008,12:54
GOLD,10 GRMS,AHMEDABAD,11646,+,07 Nov 2008,16:56
GOLD,10 GRMS,AHMEDABAD,11621,+,07 Nov 2008,13:11
GOLD,10 GRMS,AHMEDABAD,11560,-,06 Nov 2008,16:52
GOLD,10 GRMS,AHMEDABAD,11647,-,06 Nov 2008,13:05
GOLD,10 GRMS,AHMEDABAD,11703,+,05 Nov 2008,16:53
GOLD,10 GRMS,AHMEDABAD,11679,+,05 Nov 2008,13:11
GOLD,10 GRMS,AHMEDABAD,11570,-,04 Nov 2008,16:59
GOLD,10 GRMS,AHMEDABAD,11635,-,04 Nov 2008,13:08
GOLD,10 GRMS,AHMEDABAD,11736,-,03 Nov 2008,16:59
GOLD,10 GRMS,AHMEDABAD,11743,-,03 Nov 2008,13:15
GOLD,10 GRMS,AHMEDABAD,11789,+,01 Nov 2008,13:20
GOLD,10 GRMS,AHMEDABAD,11777,+,31 Oct 2008,16:56
GOLD,10 GRMS,AHMEDABAD,11713,-,31 Oct 2008,13:19
GOLD,10 GRMS,AHMEDABAD,11750,=,29 Oct 2008,13:01
GOLD,10 GRMS,AHMEDABAD,11750,-,27 Oct 2008,16:50
GOLD,10 GRMS,AHMEDABAD,11807,-,27 Oct 2008,13:24
GOLD,10 GRMS,AHMEDABAD,11915,+,25 Oct 2008,13:14
GOLD,10 GRMS,AHMEDABAD,11456,-,24 Oct 2008,16:56
GOLD,10 GRMS,AHMEDABAD,11528,-,24 Oct 2008,13:00
GOLD,10 GRMS,AHMEDABAD,11541,-,23 Oct 2008,16:50
GOLD,10 GRMS,AHMEDABAD,11897,-,23 Oct 2008,12:54
GOLD,10 GRMS,AHMEDABAD,12087,-,22 Oct 2008,16:52
GOLD,10 GRMS,AHMEDABAD,12213,-,22 Oct 2008,12:50
GOLD,10 GRMS,AHMEDABAD,12506,-,21 Oct 2008,16:49
GOLD,10 GRMS,AHMEDABAD,12585,-,21 Oct 2008,12:50
GOLD,10 GRMS,AHMEDABAD,12693,=,20 Oct 2008,20:25
GOLD,10 GRMS,AHMEDABAD,12751,+,20 Oct 2008,12:50
GOLD,10 GRMS,AHMEDABAD,12560,-,18 Oct 2008,12:45
GOLD,10 GRMS,AHMEDABAD,12602,-,17 Oct 2008,16:52
GOLD,10 GRMS,AHMEDABAD,12828,-,17 Oct 2008,12:57
GOLD,10 GRMS,AHMEDABAD,13130,-,16 Oct 2008,16:53
GOLD,10 GRMS,AHMEDABAD,13148,-,16 Oct 2008,12:59
GOLD,10 GRMS,AHMEDABAD,13174,+,15 Oct 2008,16:58
GOLD,10 GRMS,AHMEDABAD,13155,+,15 Oct 2008,12:57
GOLD,10 GRMS,AHMEDABAD,13056,+,14 Oct 2008,16:55
GOLD,10 GRMS,AHMEDABAD,13048,-,14 Oct 2008,13:03
GOLD,10 GRMS,AHMEDABAD,13257,-,13 Oct 2008,16:59
GOLD,10 GRMS,AHMEDABAD,13380,-,13 Oct 2008,13:13
GOLD,10 GRMS,AHMEDABAD,13440,-,11 Oct 2008,13:35
GOLD,10 GRMS,AHMEDABAD,13895,-,10 Oct 2008,17:01
GOLD,10 GRMS,AHMEDABAD,14006,+,10 Oct 2008,13:35
GOLD,10 GRMS,AHMEDABAD,13793,+,08 Oct 2008,17:13
GOLD,10 GRMS,AHMEDABAD,13738,+,08 Oct 2008,13:25
GOLD,10 GRMS,AHMEDABAD,13436,+,07 Oct 2008,17:29
GOLD,10 GRMS,AHMEDABAD,13337,+,07 Oct 2008,12:52
GOLD,10 GRMS,AHMEDABAD,13110,+,06 Oct 2008,16:57
GOLD,10 GRMS,AHMEDABAD,12722,-,06 Oct 2008,13:09
GOLD,10 GRMS,AHMEDABAD,12766,-,04 Oct 2008,13:01
GOLD,10 GRMS,AHMEDABAD,12814,+,03 Oct 2008,17:08
GOLD,10 GRMS,AHMEDABAD,12783,-,03 Oct 2008,13:00
GOLD,10 GRMS,AHMEDABAD,13081,-,01 Oct 2008,17:05
GOLD,10 GRMS,AHMEDABAD,13109,-,01 Oct 2008,13:05
GOLD,10 GRMS,AHMEDABAD,13337,-,30 Sep 2008,18:13
GOLD,10 GRMS,AHMEDABAD,13414,+,30 Sep 2008,13:14
GOLD,10 GRMS,AHMEDABAD,13125,+,29 Sep 2008,17:26
GOLD,10 GRMS,AHMEDABAD,13044,+,29 Sep 2008,13:13
GOLD,10 GRMS,AHMEDABAD,13027,+,27 Sep 2008,13:08
GOLD,10 GRMS,AHMEDABAD,12943,-,26 Sep 2008,17:01
GOLD,10 GRMS,AHMEDABAD,12960,-,26 Sep 2008,12:57
GOLD,10 GRMS,AHMEDABAD,13013,-,25 Sep 2008,17:17
GOLD,10 GRMS,AHMEDABAD,13086,+,25 Sep 2008,13:10
GOLD,10 GRMS,AHMEDABAD,13039,+,24 Sep 2008,17:14
GOLD,10 GRMS,AHMEDABAD,13012,-,24 Sep 2008,13:05
GOLD,10 GRMS,AHMEDABAD,13046,+,23 Sep 2008,17:01
GOLD,10 GRMS,AHMEDABAD,13014,+,23 Sep 2008,13:03
GOLD,10 GRMS,AHMEDABAD,12730,+,22 Sep 2008,16:57
GOLD,10 GRMS,AHMEDABAD,12613,-,22 Sep 2008,13:07
GOLD,10 GRMS,AHMEDABAD,12656,+,20 Sep 2008,13:08
GOLD,10 GRMS,AHMEDABAD,12418,-,19 Sep 2008,17:05
GOLD,10 GRMS,AHMEDABAD,12516,-,19 Sep 2008,13:10
GOLD,10 GRMS,AHMEDABAD,13011,+,18 Sep 2008,16:55
GOLD,10 GRMS,AHMEDABAD,12913,+,18 Sep 2008,13:24
GOLD,10 GRMS,AHMEDABAD,11720,-,17 Sep 2008,16:58
GOLD,10 GRMS,AHMEDABAD,11738,-,17 Sep 2008,13:12
GOLD,10 GRMS,AHMEDABAD,11817,+,16 Sep 2008,16:55
GOLD,10 GRMS,AHMEDABAD,11714,+,16 Sep 2008,12:57
GOLD,10 GRMS,AHMEDABAD,11627,-,15 Sep 2008,17:06
GOLD,10 GRMS,AHMEDABAD,11671,+,15 Sep 2008,13:25
GOLD,10 GRMS,AHMEDABAD,11414,+,13 Sep 2008,13:08
GOLD,10 GRMS,AHMEDABAD,11335,+,12 Sep 2008,17:01
GOLD,10 GRMS,AHMEDABAD,11326,+,12 Sep 2008,12:54
GOLD,10 GRMS,AHMEDABAD,11245,-,11 Sep 2008,16:59
GOLD,10 GRMS,AHMEDABAD,11309,-,11 Sep 2008,13:00
GOLD,10 GRMS,AHMEDABAD,11441,-,10 Sep 2008,16:47
GOLD,10 GRMS,AHMEDABAD,11462,-,10 Sep 2008,12:57
GOLD,10 GRMS,AHMEDABAD,11671,+,09 Sep 2008,17:09
GOLD,10 GRMS,AHMEDABAD,11666,-,09 Sep 2008,13:07
GOLD,10 GRMS,AHMEDABAD,11721,-,08 Sep 2008,16:59
GOLD,10 GRMS,AHMEDABAD,11732,+,08 Sep 2008,13:03
GOLD,10 GRMS,AHMEDABAD,11672,+,06 Sep 2008,13:04
GOLD,10 GRMS,AHMEDABAD,11579,-,05 Sep 2008,17:21
GOLD,10 GRMS,AHMEDABAD,11597,-,05 Sep 2008,13:06
GOLD,10 GRMS,AHMEDABAD,11677,-,04 Sep 2008,16:56
GOLD,10 GRMS,AHMEDABAD,11686,+,04 Sep 2008,13:08
GOLD,10 GRMS,AHMEDABAD,11669,-,02 Sep 2008,16:55
GOLD,10 GRMS,AHMEDABAD,11674,-,02 Sep 2008,12:54
GOLD,10 GRMS,AHMEDABAD,11890,-,01 Sep 2008,16:58
GOLD,10 GRMS,AHMEDABAD,11955,+,01 Sep 2008,13:03
GOLD,10 GRMS,AHMEDABAD,11922,+,30 Aug 2008,13:18
GOLD,10 GRMS,AHMEDABAD,11875,-,29 Aug 2008,17:09
GOLD,10 GRMS,AHMEDABAD,11903,-,29 Aug 2008,13:23
GOLD,10 GRMS,AHMEDABAD,11906,+,28 Aug 2008,17:13
GOLD,10 GRMS,AHMEDABAD,11860,+,28 Aug 2008,13:02
GOLD,10 GRMS,AHMEDABAD,11854,+,27 Aug 2008,17:04
GOLD,10 GRMS,AHMEDABAD,11798,+,27 Aug 2008,13:21
GOLD,10 GRMS,AHMEDABAD,11648,-,26 Aug 2008,16:58
GOLD,10 GRMS,AHMEDABAD,11749,+,26 Aug 2008,13:10
GOLD,10 GRMS,AHMEDABAD,11725,+,25 Aug 2008,16:55
GOLD,10 GRMS,AHMEDABAD,11688,-,25 Aug 2008,13:09
GOLD,10 GRMS,AHMEDABAD,11804,+,23 Aug 2008,13:07
GOLD,10 GRMS,AHMEDABAD,11770,-,22 Aug 2008,16:51
GOLD,10 GRMS,AHMEDABAD,11830,+,22 Aug 2008,12:59
GOLD,10 GRMS,AHMEDABAD,11741,=,21 Aug 2008,19:05
GOLD,10 GRMS,AHMEDABAD,11762,+,21 Aug 2008,13:18
GOLD,10 GRMS,AHMEDABAD,11688,+,20 Aug 2008,17:02
GOLD,10 GRMS,AHMEDABAD,11645,+,20 Aug 2008,12:54
GOLD,10 GRMS,AHMEDABAD,11398,+,19 Aug 2008,16:57
GOLD,10 GRMS,AHMEDABAD,11287,-,19 Aug 2008,13:09
GOLD,10 GRMS,AHMEDABAD,11332,+,18 Aug 2008,17:17
GOLD,10 GRMS,AHMEDABAD,11331,+,18 Aug 2008,13:29
GOLD,10 GRMS,AHMEDABAD,11221,-,16 Aug 2008,13:07
GOLD,10 GRMS,AHMEDABAD,11656,+,14 Aug 2008,17:06
GOLD,10 GRMS,AHMEDABAD,11647,+,14 Aug 2008,12:37
GOLD,10 GRMS,AHMEDABAD,11349,-,13 Aug 2008,17:02
GOLD,10 GRMS,AHMEDABAD,11444,+,13 Aug 2008,12:55
GOLD,10 GRMS,AHMEDABAD,11276,+,12 Aug 2008,16:54
GOLD,10 GRMS,AHMEDABAD,11190,-,12 Aug 2008,13:06
GOLD,10 GRMS,AHMEDABAD,11775,-,11 Aug 2008,16:52
GOLD,10 GRMS,AHMEDABAD,11776,+,11 Aug 2008,12:54
GOLD,10 GRMS,AHMEDABAD,11721,-,09 Aug 2008,12:51
GOLD,10 GRMS,AHMEDABAD,11779,-,08 Aug 2008,16:59
GOLD,10 GRMS,AHMEDABAD,11851,-,08 Aug 2008,12:49
GOLD,10 GRMS,AHMEDABAD,12026,-,07 Aug 2008,16:58
GOLD,10 GRMS,AHMEDABAD,12045,-,07 Aug 2008,13:10
GOLD,10 GRMS,AHMEDABAD,12094,+,06 Aug 2008,17:05
GOLD,10 GRMS,AHMEDABAD,12045,-,06 Aug 2008,13:05
GOLD,10 GRMS,AHMEDABAD,12109,-,05 Aug 2008,16:57
GOLD,10 GRMS,AHMEDABAD,12159,-,05 Aug 2008,12:59
GOLD,10 GRMS,AHMEDABAD,12446,-,04 Aug 2008,16:45
GOLD,10 GRMS,AHMEDABAD,12540,+,04 Aug 2008,12:50
GOLD,10 GRMS,AHMEDABAD,12490,-,02 Aug 2008,12:46
GOLD,10 GRMS,AHMEDABAD,12498,-,01 Aug 2008,16:38
GOLD,10 GRMS,AHMEDABAD,12502,-,01 Aug 2008,12:56
GOLD,10 GRMS,AHMEDABAD,12530,-,31 Jul 2008,17:39
GOLD,10 GRMS,AHMEDABAD,12564,+,31 Jul 2008,13:04
GOLD,10 GRMS,AHMEDABAD,12438,-,30 Jul 2008,17:10
GOLD,10 GRMS,AHMEDABAD,12600,-,30 Jul 2008,12:59
GOLD,10 GRMS,AHMEDABAD,12760,-,29 Jul 2008,17:05
GOLD,10 GRMS,AHMEDABAD,12824,+,29 Jul 2008,12:48
GOLD,10 GRMS,AHMEDABAD,12792,+,28 Jul 2008,16:43
GOLD,10 GRMS,AHMEDABAD,12717,+,28 Jul 2008,13:00
GOLD,10 GRMS,AHMEDABAD,12700,-,26 Jul 2008,13:05
GOLD,10 GRMS,AHMEDABAD,12744,-,25 Jul 2008,17:03
GOLD,10 GRMS,AHMEDABAD,12765,+,25 Jul 2008,12:44
GOLD,10 GRMS,AHMEDABAD,12606,+,24 Jul 2008,16:48
GOLD,10 GRMS,AHMEDABAD,12595,-,24 Jul 2008,13:07
GOLD,10 GRMS,AHMEDABAD,12745,-,23 Jul 2008,17:06
GOLD,10 GRMS,AHMEDABAD,12845,-,23 Jul 2008,13:00
GOLD,10 GRMS,AHMEDABAD,13408,+,22 Jul 2008,16:47
GOLD,10 GRMS,AHMEDABAD,13383,+,22 Jul 2008,13:03
GOLD,10 GRMS,AHMEDABAD,13323,+,21 Jul 2008,16:36
GOLD,10 GRMS,AHMEDABAD,13250,+,21 Jul 2008,12:59
GOLD,10 GRMS,AHMEDABAD,13190,-,19 Jul 2008,12:46
GOLD,10 GRMS,AHMEDABAD,13280,-,18 Jul 2008,16:56
GOLD,10 GRMS,AHMEDABAD,13294,+,18 Jul 2008,12:44
GOLD,10 GRMS,AHMEDABAD,13229,-,17 Jul 2008,16:49
GOLD,10 GRMS,AHMEDABAD,13346,-,17 Jul 2008,12:52
GOLD,10 GRMS,AHMEDABAD,13492,+,16 Jul 2008,16:58
GOLD,10 GRMS,AHMEDABAD,13480,-,16 Jul 2008,12:52
GOLD,10 GRMS,AHMEDABAD,13596,+,15 Jul 2008,16:48
GOLD,10 GRMS,AHMEDABAD,13444,+,15 Jul 2008,12:54
GOLD,10 GRMS,AHMEDABAD,13289,-,14 Jul 2008,16:50
GOLD,10 GRMS,AHMEDABAD,13297,-,14 Jul 2008,12:55
GOLD,10 GRMS,AHMEDABAD,13304,+,12 Jul 2008,13:34
GOLD,10 GRMS,AHMEDABAD,13143,+,11 Jul 2008,16:37
GOLD,10 GRMS,AHMEDABAD,13012,+,11 Jul 2008,13:13
GOLD,10 GRMS,AHMEDABAD,12926,+,10 Jul 2008,16:46
GOLD,10 GRMS,AHMEDABAD,12900,+,10 Jul 2008,12:59
GOLD,10 GRMS,AHMEDABAD,12827,-,09 Jul 2008,16:41
GOLD,10 GRMS,AHMEDABAD,12838,-,09 Jul 2008,12:43
GOLD,10 GRMS,AHMEDABAD,12844,-,08 Jul 2008,16:40
GOLD,10 GRMS,AHMEDABAD,12988,+,08 Jul 2008,13:00
GOLD,10 GRMS,AHMEDABAD,12838,+,07 Jul 2008,16:53
GOLD,10 GRMS,AHMEDABAD,12825,-,07 Jul 2008,13:09
GOLD,10 GRMS,AHMEDABAD,13002,+,05 Jul 2008,12:48
GOLD,10 GRMS,AHMEDABAD,12973,-,04 Jul 2008,16:43
GOLD,10 GRMS,AHMEDABAD,13011,-,04 Jul 2008,12:53
GOLD,10 GRMS,AHMEDABAD,13135,-,03 Jul 2008,16:53
GOLD,10 GRMS,AHMEDABAD,13169,+,03 Jul 2008,13:01
GOLD,10 GRMS,AHMEDABAD,13001,-,02 Jul 2008,16:46
GOLD,10 GRMS,AHMEDABAD,13093,+,02 Jul 2008,14:25
GOLD,10 GRMS,AHMEDABAD,12988,+,01 Jul 2008,16:21
GOLD,10 GRMS,AHMEDABAD,12950,+,01 Jul 2008,13:03
GOLD,10 GRMS,AHMEDABAD,12936,+,30 Jun 2008,16:58
GOLD,10 GRMS,AHMEDABAD,12901,+,30 Jun 2008,12:58
GOLD,10 GRMS,AHMEDABAD,12847,+,28 Jun 2008,13:04
GOLD,10 GRMS,AHMEDABAD,12742,+,27 Jun 2008,16:54
GOLD,10 GRMS,AHMEDABAD,12671,+,27 Jun 2008,13:03
GOLD,10 GRMS,AHMEDABAD,12328,+,26 Jun 2008,16:36
GOLD,10 GRMS,AHMEDABAD,12246,+,26 Jun 2008,12:43
GOLD,10 GRMS,AHMEDABAD,12245,-,25 Jun 2008,16:48
GOLD,10 GRMS,AHMEDABAD,12297,-,25 Jun 2008,12:54
GOLD,10 GRMS,AHMEDABAD,12352,+,24 Jun 2008,17:10
GOLD,10 GRMS,AHMEDABAD,12298,-,24 Jun 2008,12:59
GOLD,10 GRMS,AHMEDABAD,12514,-,23 Jun 2008,17:04
GOLD,10 GRMS,AHMEDABAD,12542,+,23 Jun 2008,12:58
GOLD,10 GRMS,AHMEDABAD,12504,-,21 Jun 2008,13:11
GOLD,10 GRMS,AHMEDABAD,12555,+,20 Jun 2008,16:49
GOLD,10 GRMS,AHMEDABAD,12515,+,20 Jun 2008,13:13
GOLD,10 GRMS,AHMEDABAD,12344,-,19 Jun 2008,17:05
GOLD,10 GRMS,AHMEDABAD,12390,+,19 Jun 2008,12:55
GOLD,10 GRMS,AHMEDABAD,12293,+,18 Jun 2008,16:39
GOLD,10 GRMS,AHMEDABAD,12290,+,18 Jun 2008,13:08
GOLD,10 GRMS,AHMEDABAD,12268,-,17 Jun 2008,16:59
GOLD,10 GRMS,AHMEDABAD,12298,+,17 Jun 2008,13:26
GOLD,10 GRMS,AHMEDABAD,12206,+,16 Jun 2008,16:45
GOLD,10 GRMS,AHMEDABAD,12054,-,16 Jun 2008,12:46
GOLD,10 GRMS,AHMEDABAD,12088,+,14 Jun 2008,12:53
GOLD,10 GRMS,AHMEDABAD,11970,-,13 Jun 2008,16:48
GOLD,10 GRMS,AHMEDABAD,12070,+,13 Jun 2008,12:57
GOLD,10 GRMS,AHMEDABAD,12055,+,12 Jun 2008,16:44
GOLD,10 GRMS,AHMEDABAD,12052,-,12 Jun 2008,13:51
GOLD,10 GRMS,AHMEDABAD,12124,-,11 Jun 2008,16:48
GOLD,10 GRMS,AHMEDABAD,12127,-,11 Jun 2008,12:51
GOLD,10 GRMS,AHMEDABAD,12315,-,10 Jun 2008,16:51
GOLD,10 GRMS,AHMEDABAD,12341,-,10 Jun 2008,12:54
GOLD,10 GRMS,AHMEDABAD,12550,+,09 Jun 2008,16:26
GOLD,10 GRMS,AHMEDABAD,12526,+,09 Jun 2008,12:53
GOLD,10 GRMS,AHMEDABAD,12491,+,07 Jun 2008,13:21
GOLD,10 GRMS,AHMEDABAD,12219,+,06 Jun 2008,16:44
GOLD,10 GRMS,AHMEDABAD,12173,+,06 Jun 2008,13:06
GOLD,10 GRMS,AHMEDABAD,12071,-,05 Jun 2008,16:36
GOLD,10 GRMS,AHMEDABAD,12163,+,05 Jun 2008,12:57
GOLD,10 GRMS,AHMEDABAD,12144,+,04 Jun 2008,16:56
GOLD,10 GRMS,AHMEDABAD,12091,-,04 Jun 2008,13:11
GOLD,10 GRMS,AHMEDABAD,12300,-,03 Jun 2008,17:07
GOLD,10 GRMS,AHMEDABAD,12305,+,03 Jun 2008,13:28
GOLD,10 GRMS,AHMEDABAD,12173,+,02 Jun 2008,16:31
GOLD,10 GRMS,AHMEDABAD,12074,-,02 Jun 2008,13:01
GOLD,10 GRMS,AHMEDABAD,12209,+,31 May 2008,13:13
GOLD,10 GRMS,AHMEDABAD,12145,+,30 May 2008,17:13
GOLD,10 GRMS,AHMEDABAD,12032,-,30 May 2008,13:02
GOLD,10 GRMS,AHMEDABAD,12367,-,29 May 2008,16:47
GOLD,10 GRMS,AHMEDABAD,12436,+,29 May 2008,13:13
GOLD,10 GRMS,AHMEDABAD,12360,-,28 May 2008,16:40
GOLD,10 GRMS,AHMEDABAD,12569,-,28 May 2008,13:03
GOLD,10 GRMS,AHMEDABAD,12805,-,27 May 2008,16:47
GOLD,10 GRMS,AHMEDABAD,12828,+,27 May 2008,12:52
GOLD,10 GRMS,AHMEDABAD,12781,+,26 May 2008,16:35
GOLD,10 GRMS,AHMEDABAD,12759,-,26 May 2008,13:01
GOLD,10 GRMS,AHMEDABAD,12765,-,24 May 2008,12:54
GOLD,10 GRMS,AHMEDABAD,12770,+,23 May 2008,17:29
GOLD,10 GRMS,AHMEDABAD,12697,-,23 May 2008,13:14
GOLD,10 GRMS,AHMEDABAD,12808,-,22 May 2008,17:05
GOLD,10 GRMS,AHMEDABAD,12995,+,22 May 2008,13:04
GOLD,10 GRMS,AHMEDABAD,12801,+,21 May 2008,16:56
GOLD,10 GRMS,AHMEDABAD,12668,+,21 May 2008,12:51
GOLD,10 GRMS,AHMEDABAD,12455,-,20 May 2008,17:38
GOLD,10 GRMS,AHMEDABAD,12504,+,20 May 2008,12:51
GOLD,10 GRMS,AHMEDABAD,12385,+,17 May 2008,12:48
GOLD,10 GRMS,AHMEDABAD,12173,+,16 May 2008,17:29
GOLD,10 GRMS,AHMEDABAD,12152,+,16 May 2008,13:03
GOLD,10 GRMS,AHMEDABAD,11902,+,15 May 2008,17:06
GOLD,10 GRMS,AHMEDABAD,11893,+,15 May 2008,12:58
GOLD,10 GRMS,AHMEDABAD,11845,-,14 May 2008,17:26
GOLD,10 GRMS,AHMEDABAD,11878,-,14 May 2008,13:06
GOLD,10 GRMS,AHMEDABAD,11952,+,13 May 2008,17:01
GOLD,10 GRMS,AHMEDABAD,11927,-,13 May 2008,13:03
GOLD,10 GRMS,AHMEDABAD,11991,+,12 May 2008,17:08
GOLD,10 GRMS,AHMEDABAD,11955,+,12 May 2008,13:14
GOLD,10 GRMS,AHMEDABAD,11901,-,10 May 2008,13:06
GOLD,10 GRMS,AHMEDABAD,11920,+,09 May 2008,18:55
GOLD,10 GRMS,AHMEDABAD,11869,+,09 May 2008,13:04
GOLD,10 GRMS,AHMEDABAD,11726,+,08 May 2008,17:04
GOLD,10 GRMS,AHMEDABAD,11663,+,08 May 2008,13:12
GOLD,10 GRMS,AHMEDABAD,11636,-,07 May 2008,17:24
GOLD,10 GRMS,AHMEDABAD,11676,+,07 May 2008,13:19
GOLD,10 GRMS,AHMEDABAD,11579,+,06 May 2008,17:11
GOLD,10 GRMS,AHMEDABAD,11395,+,05 May 2008,17:00
GOLD,10 GRMS,AHMEDABAD,11339,+,05 May 2008,12:47
GOLD,10 GRMS,AHMEDABAD,11292,+,03 May 2008,13:12
GOLD,10 GRMS,AHMEDABAD,11230,-,02 May 2008,16:52
GOLD,10 GRMS,AHMEDABAD,11244,-,02 May 2008,13:07
