Commodity,Unit,Location,Spot Price(Rs.),Up/Down,Date,Time
GOLD,10 GRMS,AHMEDABAD,31841,+,25 Oct 2018,12:59
GOLD,10 GRMS,AHMEDABAD,31692,-,24 Oct 2018,16:43
GOLD,10 GRMS,AHMEDABAD,31727,-,24 Oct 2018,12:53
GOLD,10 GRMS,AHMEDABAD,31909,+,23 Oct 2018,16:44
GOLD,10 GRMS,AHMEDABAD,31860,+,23 Oct 2018,13:13
GOLD,10 GRMS,AHMEDABAD,31607,-,22 Oct 2018,16:35
GOLD,10 GRMS,AHMEDABAD,31628,-,22 Oct 2018,12:54
GOLD,10 GRMS,AHMEDABAD,31706,-,19 Oct 2018,17:04
GOLD,10 GRMS,AHMEDABAD,31742,+,19 Oct 2018,13:06
GOLD,10 GRMS,AHMEDABAD,31722,+,17 Oct 2018,17:40
GOLD,10 GRMS,AHMEDABAD,31614,-,17 Oct 2018,14:17
GOLD,10 GRMS,AHMEDABAD,31799,-,16 Oct 2018,18:51
GOLD,10 GRMS,AHMEDABAD,31869,-,16 Oct 2018,14:23
GOLD,10 GRMS,AHMEDABAD,31892,+,15 Oct 2018,17:19
GOLD,10 GRMS,AHMEDABAD,31783,+,15 Oct 2018,13:10
GOLD,10 GRMS,AHMEDABAD,31565,+,12 Oct 2018,16:50
GOLD,10 GRMS,AHMEDABAD,31539,+,12 Oct 2018,12:50
GOLD,10 GRMS,AHMEDABAD,31310,+,11 Oct 2018,16:51
GOLD,10 GRMS,AHMEDABAD,31207,+,11 Oct 2018,13:19
GOLD,10 GRMS,AHMEDABAD,31021,-,10 Oct 2018,17:07
GOLD,10 GRMS,AHMEDABAD,31044,-,10 Oct 2018,13:16
GOLD,10 GRMS,AHMEDABAD,31049,-,09 Oct 2018,17:15
GOLD,10 GRMS,AHMEDABAD,31071,-,09 Oct 2018,14:07
GOLD,10 GRMS,AHMEDABAD,31156,-,08 Oct 2018,16:55
GOLD,10 GRMS,AHMEDABAD,31185,-,08 Oct 2018,12:57
GOLD,10 GRMS,AHMEDABAD,31216,+,05 Oct 2018,16:50
GOLD,10 GRMS,AHMEDABAD,31032,-,05 Oct 2018,12:58
GOLD,10 GRMS,AHMEDABAD,31057,-,04 Oct 2018,16:39
GOLD,10 GRMS,AHMEDABAD,31067,+,04 Oct 2018,12:50
GOLD,10 GRMS,AHMEDABAD,30997,+,03 Oct 2018,17:21
GOLD,10 GRMS,AHMEDABAD,30947,+,03 Oct 2018,13:16
GOLD,10 GRMS,AHMEDABAD,30499,+,01 Oct 2018,16:50
GOLD,10 GRMS,AHMEDABAD,30494,+,01 Oct 2018,13:00
GOLD,10 GRMS,AHMEDABAD,30296,-,28 Sep 2018,17:04
GOLD,10 GRMS,AHMEDABAD,30298,-,28 Sep 2018,12:46
GOLD,10 GRMS,AHMEDABAD,30575,-,27 Sep 2018,16:32
GOLD,10 GRMS,AHMEDABAD,30590,-,27 Sep 2018,12:47
GOLD,10 GRMS,AHMEDABAD,30672,-,26 Sep 2018,16:47
GOLD,10 GRMS,AHMEDABAD,30699,-,26 Sep 2018,13:00
GOLD,10 GRMS,AHMEDABAD,30728,-,25 Sep 2018,16:47
GOLD,10 GRMS,AHMEDABAD,30754,+,25 Sep 2018,12:54
GOLD,10 GRMS,AHMEDABAD,30664,+,24 Sep 2018,16:42
GOLD,10 GRMS,AHMEDABAD,30635,-,24 Sep 2018,13:17
GOLD,10 GRMS,AHMEDABAD,30697,+,21 Sep 2018,16:43
GOLD,10 GRMS,AHMEDABAD,30633,-,21 Sep 2018,14:30
GOLD,10 GRMS,AHMEDABAD,30722,-,19 Sep 2018,17:05
GOLD,10 GRMS,AHMEDABAD,30766,+,19 Sep 2018,12:54
GOLD,10 GRMS,AHMEDABAD,30737,+,18 Sep 2018,16:31
GOLD,10 GRMS,AHMEDABAD,30652,+,18 Sep 2018,12:47
GOLD,10 GRMS,AHMEDABAD,30614,+,17 Sep 2018,16:30
GOLD,10 GRMS,AHMEDABAD,30585,+,17 Sep 2018,12:45
GOLD,10 GRMS,AHMEDABAD,30558,+,14 Sep 2018,17:09
GOLD,10 GRMS,AHMEDABAD,30487,+,14 Sep 2018,13:26
GOLD,10 GRMS,AHMEDABAD,30478,-,12 Sep 2018,17:16
GOLD,10 GRMS,AHMEDABAD,30626,+,12 Sep 2018,13:34
GOLD,10 GRMS,AHMEDABAD,30605,+,11 Sep 2018,17:07
GOLD,10 GRMS,AHMEDABAD,30499,+,11 Sep 2018,12:58
GOLD,10 GRMS,AHMEDABAD,30402,=,10 Sep 2018,16:32
GOLD,10 GRMS,AHMEDABAD,30402,=,10 Sep 2018,12:48
GOLD,10 GRMS,AHMEDABAD,30402,-,07 Sep 2018,16:57
GOLD,10 GRMS,AHMEDABAD,30449,-,07 Sep 2018,13:41
GOLD,10 GRMS,AHMEDABAD,30535,+,06 Sep 2018,16:31
GOLD,10 GRMS,AHMEDABAD,30378,+,06 Sep 2018,12:45
GOLD,10 GRMS,AHMEDABAD,30274,+,05 Sep 2018,17:01
GOLD,10 GRMS,AHMEDABAD,30250,+,05 Sep 2018,12:53
GOLD,10 GRMS,AHMEDABAD,30191,+,04 Sep 2018,17:36
GOLD,10 GRMS,AHMEDABAD,30130,-,04 Sep 2018,12:49
GOLD,10 GRMS,AHMEDABAD,30226,=,03 Sep 2018,16:39
GOLD,10 GRMS,AHMEDABAD,30226,=,03 Sep 2018,13:13
GOLD,10 GRMS,AHMEDABAD,30226,+,31 Aug 2018,17:03
GOLD,10 GRMS,AHMEDABAD,30173,+,31 Aug 2018,12:50
GOLD,10 GRMS,AHMEDABAD,30099,+,30 Aug 2018,17:18
GOLD,10 GRMS,AHMEDABAD,30095,+,30 Aug 2018,12:47
GOLD,10 GRMS,AHMEDABAD,30048,+,29 Aug 2018,16:33
GOLD,10 GRMS,AHMEDABAD,30002,-,29 Aug 2018,12:50
GOLD,10 GRMS,AHMEDABAD,30097,+,28 Aug 2018,16:33
GOLD,10 GRMS,AHMEDABAD,30048,+,28 Aug 2018,12:50
GOLD,10 GRMS,AHMEDABAD,29869,+,27 Aug 2018,16:44
GOLD,10 GRMS,AHMEDABAD,29858,+,27 Aug 2018,12:50
GOLD,10 GRMS,AHMEDABAD,29561,-,24 Aug 2018,17:02
GOLD,10 GRMS,AHMEDABAD,29565,+,24 Aug 2018,12:46
GOLD,10 GRMS,AHMEDABAD,29530,-,23 Aug 2018,16:51
GOLD,10 GRMS,AHMEDABAD,29575,+,23 Aug 2018,12:47
GOLD,10 GRMS,AHMEDABAD,29529,+,21 Aug 2018,16:34
GOLD,10 GRMS,AHMEDABAD,29511,+,21 Aug 2018,12:51
GOLD,10 GRMS,AHMEDABAD,29381,+,20 Aug 2018,16:34
GOLD,10 GRMS,AHMEDABAD,29354,-,20 Aug 2018,12:53
GOLD,10 GRMS,AHMEDABAD,29361,=,17 Aug 2018,16:35
GOLD,10 GRMS,AHMEDABAD,29361,=,17 Aug 2018,12:45
GOLD,10 GRMS,AHMEDABAD,29361,+,16 Aug 2018,16:46
GOLD,10 GRMS,AHMEDABAD,29302,-,16 Aug 2018,13:21
GOLD,10 GRMS,AHMEDABAD,29541,+,14 Aug 2018,16:31
GOLD,10 GRMS,AHMEDABAD,29516,-,14 Aug 2018,12:48
GOLD,10 GRMS,AHMEDABAD,29674,+,13 Aug 2018,16:35
GOLD,10 GRMS,AHMEDABAD,29666,+,13 Aug 2018,12:49
GOLD,10 GRMS,AHMEDABAD,29477,+,10 Aug 2018,16:42
GOLD,10 GRMS,AHMEDABAD,29467,-,10 Aug 2018,12:45
GOLD,10 GRMS,AHMEDABAD,29486,-,09 Aug 2018,17:01
GOLD,10 GRMS,AHMEDABAD,29489,+,09 Aug 2018,12:54
GOLD,10 GRMS,AHMEDABAD,29418,-,08 Aug 2018,17:15
GOLD,10 GRMS,AHMEDABAD,29469,-,08 Aug 2018,12:47
GOLD,10 GRMS,AHMEDABAD,29521,+,07 Aug 2018,16:56
GOLD,10 GRMS,AHMEDABAD,29515,+,07 Aug 2018,12:58
GOLD,10 GRMS,AHMEDABAD,29491,-,06 Aug 2018,16:57
GOLD,10 GRMS,AHMEDABAD,29498,+,06 Aug 2018,12:46
GOLD,10 GRMS,AHMEDABAD,29428,+,03 Aug 2018,16:51
GOLD,10 GRMS,AHMEDABAD,29409,-,03 Aug 2018,12:45
GOLD,10 GRMS,AHMEDABAD,29577,+,02 Aug 2018,16:39
GOLD,10 GRMS,AHMEDABAD,29549,-,02 Aug 2018,12:54
GOLD,10 GRMS,AHMEDABAD,29664,+,01 Aug 2018,16:49
GOLD,10 GRMS,AHMEDABAD,29648,-,01 Aug 2018,12:54
GOLD,10 GRMS,AHMEDABAD,29660,-,31 Jul 2018,18:46
GOLD,10 GRMS,AHMEDABAD,29726,-,31 Jul 2018,12:45
GOLD,10 GRMS,AHMEDABAD,29773,+,30 Jul 2018,16:40
GOLD,10 GRMS,AHMEDABAD,29752,+,30 Jul 2018,12:59
GOLD,10 GRMS,AHMEDABAD,29722,-,27 Jul 2018,17:04
GOLD,10 GRMS,AHMEDABAD,29779,-,27 Jul 2018,12:50
GOLD,10 GRMS,AHMEDABAD,29869,-,26 Jul 2018,16:39
GOLD,10 GRMS,AHMEDABAD,29898,-,26 Jul 2018,12:51
GOLD,10 GRMS,AHMEDABAD,29904,+,25 Jul 2018,16:33
GOLD,10 GRMS,AHMEDABAD,29895,-,25 Jul 2018,12:49
GOLD,10 GRMS,AHMEDABAD,29897,+,24 Jul 2018,16:45
GOLD,10 GRMS,AHMEDABAD,29805,-,24 Jul 2018,12:46
GOLD,10 GRMS,AHMEDABAD,29948,+,23 Jul 2018,16:38
GOLD,10 GRMS,AHMEDABAD,29907,+,23 Jul 2018,12:45
GOLD,10 GRMS,AHMEDABAD,29849,+,20 Jul 2018,16:44
GOLD,10 GRMS,AHMEDABAD,29810,+,20 Jul 2018,12:56
GOLD,10 GRMS,AHMEDABAD,29742,-,19 Jul 2018,17:09
GOLD,10 GRMS,AHMEDABAD,29837,+,19 Jul 2018,13:02
GOLD,10 GRMS,AHMEDABAD,29729,-,18 Jul 2018,16:46
GOLD,10 GRMS,AHMEDABAD,29732,-,18 Jul 2018,13:16
GOLD,10 GRMS,AHMEDABAD,30044,+,17 Jul 2018,16:50
GOLD,10 GRMS,AHMEDABAD,30023,-,17 Jul 2018,13:00
GOLD,10 GRMS,AHMEDABAD,30172,-,16 Jul 2018,17:24
GOLD,10 GRMS,AHMEDABAD,30180,+,16 Jul 2018,12:49
GOLD,10 GRMS,AHMEDABAD,30080,-,13 Jul 2018,17:14
GOLD,10 GRMS,AHMEDABAD,30148,=,13 Jul 2018,12:59
GOLD,10 GRMS,AHMEDABAD,30147,-,12 Jul 2018,17:19
GOLD,10 GRMS,AHMEDABAD,30154,-,12 Jul 2018,12:49
GOLD,10 GRMS,AHMEDABAD,30403,-,11 Jul 2018,16:59
GOLD,10 GRMS,AHMEDABAD,30426,+,11 Jul 2018,13:21
GOLD,10 GRMS,AHMEDABAD,30399,-,10 Jul 2018,17:04
GOLD,10 GRMS,AHMEDABAD,30510,-,10 Jul 2018,13:13
GOLD,10 GRMS,AHMEDABAD,30622,+,09 Jul 2018,16:44
GOLD,10 GRMS,AHMEDABAD,30570,+,09 Jul 2018,12:44
GOLD,10 GRMS,AHMEDABAD,30540,=,06 Jul 2018,16:54
GOLD,10 GRMS,AHMEDABAD,30539,+,06 Jul 2018,13:11
GOLD,10 GRMS,AHMEDABAD,30467,-,05 Jul 2018,17:14
GOLD,10 GRMS,AHMEDABAD,30500,-,05 Jul 2018,12:55
GOLD,10 GRMS,AHMEDABAD,30510,+,04 Jul 2018,16:40
GOLD,10 GRMS,AHMEDABAD,30461,+,04 Jul 2018,12:54
GOLD,10 GRMS,AHMEDABAD,30282,+,03 Jul 2018,16:52
GOLD,10 GRMS,AHMEDABAD,30195,-,03 Jul 2018,12:48
GOLD,10 GRMS,AHMEDABAD,30348,+,02 Jul 2018,17:08
GOLD,10 GRMS,AHMEDABAD,30328,-,02 Jul 2018,12:54
GOLD,10 GRMS,AHMEDABAD,30341,-,29 Jun 2018,17:04
GOLD,10 GRMS,AHMEDABAD,30388,-,29 Jun 2018,12:45
GOLD,10 GRMS,AHMEDABAD,30488,-,28 Jun 2018,16:43
GOLD,10 GRMS,AHMEDABAD,30542,+,28 Jun 2018,12:49
GOLD,10 GRMS,AHMEDABAD,30536,+,27 Jun 2018,16:31
GOLD,10 GRMS,AHMEDABAD,30475,+,27 Jun 2018,12:46
GOLD,10 GRMS,AHMEDABAD,30394,-,26 Jun 2018,16:44
GOLD,10 GRMS,AHMEDABAD,30462,-,26 Jun 2018,12:52
GOLD,10 GRMS,AHMEDABAD,30540,+,25 Jun 2018,16:41
GOLD,10 GRMS,AHMEDABAD,30516,+,25 Jun 2018,12:58
GOLD,10 GRMS,AHMEDABAD,30484,+,22 Jun 2018,16:41
GOLD,10 GRMS,AHMEDABAD,30439,+,22 Jun 2018,12:48
GOLD,10 GRMS,AHMEDABAD,30437,-,21 Jun 2018,16:46
GOLD,10 GRMS,AHMEDABAD,30456,-,21 Jun 2018,12:55
GOLD,10 GRMS,AHMEDABAD,30589,-,20 Jun 2018,16:41
GOLD,10 GRMS,AHMEDABAD,30629,-,20 Jun 2018,12:48
GOLD,10 GRMS,AHMEDABAD,30757,-,19 Jun 2018,16:51
GOLD,10 GRMS,AHMEDABAD,30775,+,19 Jun 2018,13:19
GOLD,10 GRMS,AHMEDABAD,30693,-,18 Jun 2018,17:28
GOLD,10 GRMS,AHMEDABAD,30696,-,18 Jun 2018,12:49
GOLD,10 GRMS,AHMEDABAD,31068,-,15 Jun 2018,16:57
GOLD,10 GRMS,AHMEDABAD,31081,+,15 Jun 2018,12:54
GOLD,10 GRMS,AHMEDABAD,31049,+,14 Jun 2018,16:41
GOLD,10 GRMS,AHMEDABAD,30824,+,14 Jun 2018,12:57
GOLD,10 GRMS,AHMEDABAD,30385,-,13 Jun 2018,16:43
GOLD,10 GRMS,AHMEDABAD,30825,-,13 Jun 2018,12:47
GOLD,10 GRMS,AHMEDABAD,30858,+,12 Jun 2018,16:41
GOLD,10 GRMS,AHMEDABAD,30720,-,12 Jun 2018,12:50
GOLD,10 GRMS,AHMEDABAD,30781,-,11 Jun 2018,16:35
GOLD,10 GRMS,AHMEDABAD,30810,-,11 Jun 2018,12:51
GOLD,10 GRMS,AHMEDABAD,31027,+,08 Jun 2018,17:07
GOLD,10 GRMS,AHMEDABAD,30843,+,08 Jun 2018,12:55
GOLD,10 GRMS,AHMEDABAD,30690,-,07 Jun 2018,16:44
GOLD,10 GRMS,AHMEDABAD,30725,+,07 Jun 2018,12:45
GOLD,10 GRMS,AHMEDABAD,30660,-,06 Jun 2018,16:37
GOLD,10 GRMS,AHMEDABAD,30755,+,06 Jun 2018,12:51
GOLD,10 GRMS,AHMEDABAD,30623,-,05 Jun 2018,16:38
GOLD,10 GRMS,AHMEDABAD,30673,-,05 Jun 2018,12:48
GOLD,10 GRMS,AHMEDABAD,30716,+,04 Jun 2018,16:40
GOLD,10 GRMS,AHMEDABAD,30586,-,04 Jun 2018,12:46
GOLD,10 GRMS,AHMEDABAD,30764,-,01 Jun 2018,16:52
GOLD,10 GRMS,AHMEDABAD,30808,-,01 Jun 2018,12:55
GOLD,10 GRMS,AHMEDABAD,31026,-,31 May 2018,18:55
GOLD,10 GRMS,AHMEDABAD,31036,+,31 May 2018,12:48
GOLD,10 GRMS,AHMEDABAD,30924,-,30 May 2018,16:36
GOLD,10 GRMS,AHMEDABAD,30932,-,30 May 2018,12:49
GOLD,10 GRMS,AHMEDABAD,31185,+,29 May 2018,16:49
GOLD,10 GRMS,AHMEDABAD,31034,+,29 May 2018,12:46
GOLD,10 GRMS,AHMEDABAD,30901,+,28 May 2018,16:40
GOLD,10 GRMS,AHMEDABAD,30876,-,28 May 2018,12:53
GOLD,10 GRMS,AHMEDABAD,31171,-,25 May 2018,16:32
GOLD,10 GRMS,AHMEDABAD,31326,+,25 May 2018,13:13
GOLD,10 GRMS,AHMEDABAD,31164,-,24 May 2018,16:42
GOLD,10 GRMS,AHMEDABAD,31187,+,24 May 2018,12:47
GOLD,10 GRMS,AHMEDABAD,31176,+,23 May 2018,16:48
GOLD,10 GRMS,AHMEDABAD,31035,-,23 May 2018,12:49
GOLD,10 GRMS,AHMEDABAD,31065,+,22 May 2018,16:43
GOLD,10 GRMS,AHMEDABAD,30968,+,22 May 2018,12:48
GOLD,10 GRMS,AHMEDABAD,30881,+,21 May 2018,17:16
GOLD,10 GRMS,AHMEDABAD,30856,-,21 May 2018,13:07
GOLD,10 GRMS,AHMEDABAD,30921,-,18 May 2018,17:20
GOLD,10 GRMS,AHMEDABAD,30959,+,18 May 2018,12:54
GOLD,10 GRMS,AHMEDABAD,30826,-,17 May 2018,16:35
GOLD,10 GRMS,AHMEDABAD,30842,-,17 May 2018,12:46
GOLD,10 GRMS,AHMEDABAD,30954,-,16 May 2018,16:42
GOLD,10 GRMS,AHMEDABAD,30994,-,16 May 2018,12:47
GOLD,10 GRMS,AHMEDABAD,31342,+,15 May 2018,16:50
GOLD,10 GRMS,AHMEDABAD,31219,-,15 May 2018,12:57
GOLD,10 GRMS,AHMEDABAD,31427,+,14 May 2018,16:35
GOLD,10 GRMS,AHMEDABAD,31302,-,14 May 2018,12:46
GOLD,10 GRMS,AHMEDABAD,31379,+,11 May 2018,16:35
GOLD,10 GRMS,AHMEDABAD,31323,+,11 May 2018,12:49
GOLD,10 GRMS,AHMEDABAD,31261,+,10 May 2018,17:20
GOLD,10 GRMS,AHMEDABAD,31197,+,10 May 2018,13:10
GOLD,10 GRMS,AHMEDABAD,31143,-,09 May 2018,17:02
GOLD,10 GRMS,AHMEDABAD,31173,+,09 May 2018,12:51
GOLD,10 GRMS,AHMEDABAD,31082,-,08 May 2018,16:36
GOLD,10 GRMS,AHMEDABAD,31130,-,08 May 2018,12:51
GOLD,10 GRMS,AHMEDABAD,31191,+,07 May 2018,16:43
GOLD,10 GRMS,AHMEDABAD,31172,+,07 May 2018,12:46
GOLD,10 GRMS,AHMEDABAD,31003,+,04 May 2018,16:32
GOLD,10 GRMS,AHMEDABAD,30973,+,04 May 2018,13:01
GOLD,10 GRMS,AHMEDABAD,30905,+,03 May 2018,16:50
GOLD,10 GRMS,AHMEDABAD,30878,-,03 May 2018,12:47
GOLD,10 GRMS,AHMEDABAD,30918,-,02 May 2018,16:43
GOLD,10 GRMS,AHMEDABAD,30922,-,02 May 2018,12:49
GOLD,10 GRMS,AHMEDABAD,31033,+,30 Apr 2018,19:27
GOLD,10 GRMS,AHMEDABAD,31029,-,30 Apr 2018,12:56
GOLD,10 GRMS,AHMEDABAD,31190,+,27 Apr 2018,17:07
GOLD,10 GRMS,AHMEDABAD,31140,-,27 Apr 2018,12:47
GOLD,10 GRMS,AHMEDABAD,31289,+,26 Apr 2018,17:26
GOLD,10 GRMS,AHMEDABAD,31282,-,26 Apr 2018,13:22
GOLD,10 GRMS,AHMEDABAD,31304,+,25 Apr 2018,16:43
GOLD,10 GRMS,AHMEDABAD,31288,+,25 Apr 2018,13:10
GOLD,10 GRMS,AHMEDABAD,31131,-,24 Apr 2018,16:49
GOLD,10 GRMS,AHMEDABAD,31160,-,24 Apr 2018,13:50
GOLD,10 GRMS,AHMEDABAD,31213,-,23 Apr 2018,17:06
GOLD,10 GRMS,AHMEDABAD,31238,-,23 Apr 2018,13:04
GOLD,10 GRMS,AHMEDABAD,31298,+,20 Apr 2018,16:59
GOLD,10 GRMS,AHMEDABAD,31289,-,20 Apr 2018,12:57
GOLD,10 GRMS,AHMEDABAD,31305,-,19 Apr 2018,17:51
GOLD,10 GRMS,AHMEDABAD,31359,+,19 Apr 2018,13:30
GOLD,10 GRMS,AHMEDABAD,31276,+,18 Apr 2018,16:50
GOLD,10 GRMS,AHMEDABAD,31192,+,18 Apr 2018,13:09
GOLD,10 GRMS,AHMEDABAD,31099,-,17 Apr 2018,16:47
GOLD,10 GRMS,AHMEDABAD,31212,+,17 Apr 2018,13:16
GOLD,10 GRMS,AHMEDABAD,31049,-,16 Apr 2018,16:47
GOLD,10 GRMS,AHMEDABAD,31059,+,16 Apr 2018,12:51
GOLD,10 GRMS,AHMEDABAD,30874,=,13 Apr 2018,21:14
GOLD,10 GRMS,AHMEDABAD,30785,-,13 Apr 2018,15:48
GOLD,10 GRMS,AHMEDABAD,31013,-,12 Apr 2018,16:56
GOLD,10 GRMS,AHMEDABAD,31121,+,12 Apr 2018,16:53
GOLD,10 GRMS,AHMEDABAD,31023,+,11 Apr 2018,17:13
GOLD,10 GRMS,AHMEDABAD,30883,+,11 Apr 2018,12:55
GOLD,10 GRMS,AHMEDABAD,30624,+,10 Apr 2018,16:43
GOLD,10 GRMS,AHMEDABAD,30556,+,10 Apr 2018,12:47
GOLD,10 GRMS,AHMEDABAD,30526,=,09 Apr 2018,17:00
