Commodity,Unit,Location,Spot Price(Rs.),Up/Down,Date,Time
GOLD,10 GRMS,AHMEDABAD,19645,=,06 Nov 2010,13:07
GOLD,10 GRMS,AHMEDABAD,19645,=,06 Nov 2010,13:07
GOLD,10 GRMS,AHMEDABAD,19645,+,04 Nov 2010,17:19
GOLD,10 GRMS,AHMEDABAD,19580,-,04 Nov 2010,13:10
GOLD,10 GRMS,AHMEDABAD,19625,+,03 Nov 2010,16:46
GOLD,10 GRMS,AHMEDABAD,19604,-,03 Nov 2010,13:04
GOLD,10 GRMS,AHMEDABAD,19655,+,02 Nov 2010,16:55
GOLD,10 GRMS,AHMEDABAD,19625,-,02 Nov 2010,12:59
GOLD,10 GRMS,AHMEDABAD,19730,+,01 Nov 2010,17:07
GOLD,10 GRMS,AHMEDABAD,19725,+,01 Nov 2010,12:59
GOLD,10 GRMS,AHMEDABAD,19680,+,30 Oct 2010,14:56
GOLD,10 GRMS,AHMEDABAD,19680,+,30 Oct 2010,14:56
GOLD,10 GRMS,AHMEDABAD,19475,-,29 Oct 2010,16:53
GOLD,10 GRMS,AHMEDABAD,19485,+,29 Oct 2010,12:59
GOLD,10 GRMS,AHMEDABAD,19300,+,28 Oct 2010,16:57
GOLD,10 GRMS,AHMEDABAD,19280,-,28 Oct 2010,13:04
GOLD,10 GRMS,AHMEDABAD,19370,-,27 Oct 2010,16:47
GOLD,10 GRMS,AHMEDABAD,19390,+,27 Oct 2010,12:54
GOLD,10 GRMS,AHMEDABAD,19375,-,26 Oct 2010,17:01
GOLD,10 GRMS,AHMEDABAD,19410,-,26 Oct 2010,12:52
GOLD,10 GRMS,AHMEDABAD,19450,-,25 Oct 2010,16:49
GOLD,10 GRMS,AHMEDABAD,19483,+,25 Oct 2010,12:58
GOLD,10 GRMS,AHMEDABAD,19351,+,23 Oct 2010,13:11
GOLD,10 GRMS,AHMEDABAD,19351,+,23 Oct 2010,13:11
GOLD,10 GRMS,AHMEDABAD,19231,-,22 Oct 2010,16:44
GOLD,10 GRMS,AHMEDABAD,19255,-,22 Oct 2010,12:52
GOLD,10 GRMS,AHMEDABAD,19460,+,21 Oct 2010,16:48
GOLD,10 GRMS,AHMEDABAD,19445,+,21 Oct 2010,12:59
GOLD,10 GRMS,AHMEDABAD,19438,+,20 Oct 2010,16:59
GOLD,10 GRMS,AHMEDABAD,19404,-,20 Oct 2010,13:05
GOLD,10 GRMS,AHMEDABAD,19404,-,20 Oct 2010,13:05
GOLD,10 GRMS,AHMEDABAD,19685,-,19 Oct 2010,17:01
GOLD,10 GRMS,AHMEDABAD,19796,+,19 Oct 2010,13:01
GOLD,10 GRMS,AHMEDABAD,19675,+,18 Oct 2010,16:54
GOLD,10 GRMS,AHMEDABAD,19605,-,18 Oct 2010,13:15
GOLD,10 GRMS,AHMEDABAD,19605,-,18 Oct 2010,13:15
GOLD,10 GRMS,AHMEDABAD,19775,-,16 Oct 2010,12:59
GOLD,10 GRMS,AHMEDABAD,19775,-,16 Oct 2010,12:59
GOLD,10 GRMS,AHMEDABAD,19810,-,15 Oct 2010,16:38
GOLD,10 GRMS,AHMEDABAD,19825,-,15 Oct 2010,12:53
GOLD,10 GRMS,AHMEDABAD,19870,-,14 Oct 2010,16:54
GOLD,10 GRMS,AHMEDABAD,19930,+,14 Oct 2010,12:55
GOLD,10 GRMS,AHMEDABAD,19930,+,14 Oct 2010,12:55
GOLD,10 GRMS,AHMEDABAD,19680,+,13 Oct 2010,16:57
GOLD,10 GRMS,AHMEDABAD,19655,+,13 Oct 2010,12:57
GOLD,10 GRMS,AHMEDABAD,19570,-,12 Oct 2010,16:56
GOLD,10 GRMS,AHMEDABAD,19600,+,12 Oct 2010,12:50
GOLD,10 GRMS,AHMEDABAD,19530,+,11 Oct 2010,16:53
GOLD,10 GRMS,AHMEDABAD,19525,+,11 Oct 2010,12:56
GOLD,10 GRMS,AHMEDABAD,19459,+,09 Oct 2010,13:50
GOLD,10 GRMS,AHMEDABAD,19459,+,09 Oct 2010,13:50
GOLD,10 GRMS,AHMEDABAD,19250,-,08 Oct 2010,16:42
GOLD,10 GRMS,AHMEDABAD,19285,-,08 Oct 2010,13:00
GOLD,10 GRMS,AHMEDABAD,19575,+,07 Oct 2010,16:55
GOLD,10 GRMS,AHMEDABAD,19535,+,07 Oct 2010,12:55
GOLD,10 GRMS,AHMEDABAD,19480,+,06 Oct 2010,16:47
GOLD,10 GRMS,AHMEDABAD,19455,+,06 Oct 2010,12:55
GOLD,10 GRMS,AHMEDABAD,19275,+,05 Oct 2010,16:58
GOLD,10 GRMS,AHMEDABAD,19205,+,05 Oct 2010,12:48
GOLD,10 GRMS,AHMEDABAD,19110,+,04 Oct 2010,16:57
GOLD,10 GRMS,AHMEDABAD,19080,+,04 Oct 2010,12:49
GOLD,10 GRMS,AHMEDABAD,19075,+,01 Oct 2010,16:47
GOLD,10 GRMS,AHMEDABAD,19025,-,01 Oct 2010,12:56
GOLD,10 GRMS,AHMEDABAD,19165,+,30 Sep 2010,17:11
GOLD,10 GRMS,AHMEDABAD,19160,-,30 Sep 2010,12:58
GOLD,10 GRMS,AHMEDABAD,19170,-,29 Sep 2010,16:55
GOLD,10 GRMS,AHMEDABAD,19180,+,29 Sep 2010,12:55
GOLD,10 GRMS,AHMEDABAD,19002,-,28 Sep 2010,16:48
GOLD,10 GRMS,AHMEDABAD,19050,-,28 Sep 2010,12:57
GOLD,10 GRMS,AHMEDABAD,19080,-,27 Sep 2010,16:54
GOLD,10 GRMS,AHMEDABAD,19085,-,27 Sep 2010,12:44
GOLD,10 GRMS,AHMEDABAD,19112,-,25 Sep 2010,13:32
GOLD,10 GRMS,AHMEDABAD,19112,-,25 Sep 2010,13:32
GOLD,10 GRMS,AHMEDABAD,19175,-,24 Sep 2010,16:45
GOLD,10 GRMS,AHMEDABAD,19185,-,24 Sep 2010,12:53
GOLD,10 GRMS,AHMEDABAD,19210,+,23 Sep 2010,16:47
GOLD,10 GRMS,AHMEDABAD,19200,+,23 Sep 2010,12:56
GOLD,10 GRMS,AHMEDABAD,19175,+,22 Sep 2010,16:40
GOLD,10 GRMS,AHMEDABAD,19155,+,22 Sep 2010,12:56
GOLD,10 GRMS,AHMEDABAD,19075,+,21 Sep 2010,16:50
GOLD,10 GRMS,AHMEDABAD,19055,-,21 Sep 2010,12:48
GOLD,10 GRMS,AHMEDABAD,19072,-,20 Sep 2010,16:55
GOLD,10 GRMS,AHMEDABAD,19075,-,20 Sep 2010,12:58
GOLD,10 GRMS,AHMEDABAD,19130,-,18 Sep 2010,12:58
GOLD,10 GRMS,AHMEDABAD,19130,-,18 Sep 2010,12:58
GOLD,10 GRMS,AHMEDABAD,19150,-,17 Sep 2010,16:58
GOLD,10 GRMS,AHMEDABAD,19170,-,17 Sep 2010,12:57
GOLD,10 GRMS,AHMEDABAD,19200,+,16 Sep 2010,16:53
GOLD,10 GRMS,AHMEDABAD,19100,-,16 Sep 2010,12:59
GOLD,10 GRMS,AHMEDABAD,19185,-,15 Sep 2010,16:49
GOLD,10 GRMS,AHMEDABAD,19220,+,15 Sep 2010,12:51
GOLD,10 GRMS,AHMEDABAD,19030,+,14 Sep 2010,16:55
GOLD,10 GRMS,AHMEDABAD,18935,+,14 Sep 2010,12:59
GOLD,10 GRMS,AHMEDABAD,18828,-,13 Sep 2010,16:59
GOLD,10 GRMS,AHMEDABAD,18850,-,13 Sep 2010,13:04
GOLD,10 GRMS,AHMEDABAD,19060,-,09 Sep 2010,16:49
GOLD,10 GRMS,AHMEDABAD,19079,-,09 Sep 2010,13:02
GOLD,10 GRMS,AHMEDABAD,19165,+,08 Sep 2010,16:50
GOLD,10 GRMS,AHMEDABAD,19161,+,08 Sep 2010,12:47
GOLD,10 GRMS,AHMEDABAD,19040,+,07 Sep 2010,16:51
GOLD,10 GRMS,AHMEDABAD,19036,+,07 Sep 2010,12:50
GOLD,10 GRMS,AHMEDABAD,18965,+,06 Sep 2010,16:54
GOLD,10 GRMS,AHMEDABAD,18946,-,06 Sep 2010,13:00
GOLD,10 GRMS,AHMEDABAD,18955,-,04 Sep 2010,12:56
GOLD,10 GRMS,AHMEDABAD,18955,-,04 Sep 2010,12:56
GOLD,10 GRMS,AHMEDABAD,19050,+,03 Sep 2010,16:44
GOLD,10 GRMS,AHMEDABAD,19042,-,03 Sep 2010,12:47
GOLD,10 GRMS,AHMEDABAD,19120,=,02 Sep 2010,12:51
GOLD,10 GRMS,AHMEDABAD,19120,=,02 Sep 2010,12:51
GOLD,10 GRMS,AHMEDABAD,19120,+,01 Sep 2010,16:46
GOLD,10 GRMS,AHMEDABAD,19100,+,01 Sep 2010,12:44
GOLD,10 GRMS,AHMEDABAD,18920,-,31 Aug 2010,17:30
GOLD,10 GRMS,AHMEDABAD,18940,+,31 Aug 2010,12:55
GOLD,10 GRMS,AHMEDABAD,18915,+,30 Aug 2010,16:56
GOLD,10 GRMS,AHMEDABAD,18872,+,30 Aug 2010,12:50
GOLD,10 GRMS,AHMEDABAD,18870,-,28 Aug 2010,13:22
GOLD,10 GRMS,AHMEDABAD,18870,-,28 Aug 2010,13:21
GOLD,10 GRMS,AHMEDABAD,18910,+,27 Aug 2010,16:58
GOLD,10 GRMS,AHMEDABAD,18875,-,27 Aug 2010,13:01
GOLD,10 GRMS,AHMEDABAD,18960,+,26 Aug 2010,16:44
GOLD,10 GRMS,AHMEDABAD,18900,+,26 Aug 2010,12:55
GOLD,10 GRMS,AHMEDABAD,18885,+,25 Aug 2010,16:57
GOLD,10 GRMS,AHMEDABAD,18840,+,25 Aug 2010,12:57
GOLD,10 GRMS,AHMEDABAD,18675,=,24 Aug 2010,12:45
GOLD,10 GRMS,AHMEDABAD,18675,=,24 Aug 2010,12:45
GOLD,10 GRMS,AHMEDABAD,18675,-,23 Aug 2010,16:51
GOLD,10 GRMS,AHMEDABAD,18701,+,23 Aug 2010,12:53
GOLD,10 GRMS,AHMEDABAD,18700,-,21 Aug 2010,13:08
GOLD,10 GRMS,AHMEDABAD,18700,-,21 Aug 2010,13:08
GOLD,10 GRMS,AHMEDABAD,18715,+,20 Aug 2010,16:54
GOLD,10 GRMS,AHMEDABAD,18712,+,20 Aug 2010,13:02
GOLD,10 GRMS,AHMEDABAD,18650,-,19 Aug 2010,16:52
GOLD,10 GRMS,AHMEDABAD,18675,+,19 Aug 2010,12:53
GOLD,10 GRMS,AHMEDABAD,18600,-,18 Aug 2010,16:58
GOLD,10 GRMS,AHMEDABAD,18610,-,18 Aug 2010,13:03
GOLD,10 GRMS,AHMEDABAD,18665,+,17 Aug 2010,16:48
GOLD,10 GRMS,AHMEDABAD,18655,+,17 Aug 2010,12:48
GOLD,10 GRMS,AHMEDABAD,18650,+,16 Aug 2010,16:49
GOLD,10 GRMS,AHMEDABAD,18585,+,16 Aug 2010,12:55
GOLD,10 GRMS,AHMEDABAD,18509,-,14 Aug 2010,13:28
GOLD,10 GRMS,AHMEDABAD,18509,-,14 Aug 2010,13:28
GOLD,10 GRMS,AHMEDABAD,18515,+,13 Aug 2010,17:03
GOLD,10 GRMS,AHMEDABAD,18470,+,13 Aug 2010,12:43
GOLD,10 GRMS,AHMEDABAD,18375,+,12 Aug 2010,17:06
GOLD,10 GRMS,AHMEDABAD,18330,+,12 Aug 2010,12:52
GOLD,10 GRMS,AHMEDABAD,18215,+,11 Aug 2010,16:49
GOLD,10 GRMS,AHMEDABAD,18194,+,11 Aug 2010,12:54
GOLD,10 GRMS,AHMEDABAD,18115,+,10 Aug 2010,16:48
GOLD,10 GRMS,AHMEDABAD,18093,-,10 Aug 2010,12:49
GOLD,10 GRMS,AHMEDABAD,18093,-,10 Aug 2010,12:49
GOLD,10 GRMS,AHMEDABAD,18175,+,09 Aug 2010,16:56
GOLD,10 GRMS,AHMEDABAD,18166,+,09 Aug 2010,12:50
GOLD,10 GRMS,AHMEDABAD,18155,+,07 Aug 2010,12:46
GOLD,10 GRMS,AHMEDABAD,18155,+,07 Aug 2010,12:46
GOLD,10 GRMS,AHMEDABAD,18000,+,06 Aug 2010,16:52
GOLD,10 GRMS,AHMEDABAD,17985,-,06 Aug 2010,12:50
GOLD,10 GRMS,AHMEDABAD,17985,-,06 Aug 2010,12:50
GOLD,10 GRMS,AHMEDABAD,18025,+,05 Aug 2010,16:49
GOLD,10 GRMS,AHMEDABAD,18002,+,05 Aug 2010,12:55
GOLD,10 GRMS,AHMEDABAD,18000,+,04 Aug 2010,16:46
GOLD,10 GRMS,AHMEDABAD,17970,+,04 Aug 2010,12:50
GOLD,10 GRMS,AHMEDABAD,17850,+,03 Aug 2010,16:52
GOLD,10 GRMS,AHMEDABAD,17830,+,03 Aug 2010,12:55
GOLD,10 GRMS,AHMEDABAD,17775,-,02 Aug 2010,16:49
GOLD,10 GRMS,AHMEDABAD,17815,+,02 Aug 2010,13:18
GOLD,10 GRMS,AHMEDABAD,17768,+,30 Jul 2010,16:51
GOLD,10 GRMS,AHMEDABAD,17730,-,30 Jul 2010,12:47
GOLD,10 GRMS,AHMEDABAD,17740,-,29 Jul 2010,16:55
GOLD,10 GRMS,AHMEDABAD,17803,+,29 Jul 2010,12:44
GOLD,10 GRMS,AHMEDABAD,17740,+,28 Jul 2010,16:59
GOLD,10 GRMS,AHMEDABAD,17720,-,28 Jul 2010,12:47
GOLD,10 GRMS,AHMEDABAD,18061,-,27 Jul 2010,16:46
GOLD,10 GRMS,AHMEDABAD,18082,-,27 Jul 2010,12:42
GOLD,10 GRMS,AHMEDABAD,18214,-,26 Jul 2010,16:43
GOLD,10 GRMS,AHMEDABAD,18226,-,26 Jul 2010,12:45
GOLD,10 GRMS,AHMEDABAD,18243,-,24 Jul 2010,13:00
GOLD,10 GRMS,AHMEDABAD,18243,-,24 Jul 2010,13:00
GOLD,10 GRMS,AHMEDABAD,18325,-,23 Jul 2010,16:55
GOLD,10 GRMS,AHMEDABAD,18325,-,23 Jul 2010,16:55
GOLD,10 GRMS,AHMEDABAD,18335,+,23 Jul 2010,12:59
GOLD,10 GRMS,AHMEDABAD,18270,-,22 Jul 2010,16:49
GOLD,10 GRMS,AHMEDABAD,18285,-,22 Jul 2010,12:47
GOLD,10 GRMS,AHMEDABAD,18380,+,21 Jul 2010,17:54
GOLD,10 GRMS,AHMEDABAD,18315,+,21 Jul 2010,12:52
GOLD,10 GRMS,AHMEDABAD,18210,+,20 Jul 2010,16:52
GOLD,10 GRMS,AHMEDABAD,18200,-,20 Jul 2010,12:56
GOLD,10 GRMS,AHMEDABAD,18275,-,19 Jul 2010,16:50
GOLD,10 GRMS,AHMEDABAD,18285,-,19 Jul 2010,12:54
GOLD,10 GRMS,AHMEDABAD,18300,=,17 Jul 2010,16:38
GOLD,10 GRMS,AHMEDABAD,18300,-,17 Jul 2010,12:50
GOLD,10 GRMS,AHMEDABAD,18380,+,16 Jul 2010,16:48
GOLD,10 GRMS,AHMEDABAD,18375,-,16 Jul 2010,12:51
GOLD,10 GRMS,AHMEDABAD,18428,+,15 Jul 2010,16:50
GOLD,10 GRMS,AHMEDABAD,18420,-,15 Jul 2010,12:51
GOLD,10 GRMS,AHMEDABAD,18442,+,14 Jul 2010,16:45
GOLD,10 GRMS,AHMEDABAD,18440,+,14 Jul 2010,12:43
GOLD,10 GRMS,AHMEDABAD,18386,=,13 Jul 2010,12:45
GOLD,10 GRMS,AHMEDABAD,18386,=,13 Jul 2010,12:45
GOLD,10 GRMS,AHMEDABAD,18386,-,12 Jul 2010,16:54
GOLD,10 GRMS,AHMEDABAD,18407,+,12 Jul 2010,13:01
GOLD,10 GRMS,AHMEDABAD,18380,+,10 Jul 2010,13:12
GOLD,10 GRMS,AHMEDABAD,18380,+,10 Jul 2010,13:12
GOLD,10 GRMS,AHMEDABAD,18235,-,09 Jul 2010,16:57
GOLD,10 GRMS,AHMEDABAD,18235,-,09 Jul 2010,16:57
GOLD,10 GRMS,AHMEDABAD,18267,-,09 Jul 2010,12:47
GOLD,10 GRMS,AHMEDABAD,18340,-,08 Jul 2010,16:50
GOLD,10 GRMS,AHMEDABAD,18416,+,08 Jul 2010,12:48
GOLD,10 GRMS,AHMEDABAD,18280,-,07 Jul 2010,16:48
GOLD,10 GRMS,AHMEDABAD,18292,-,07 Jul 2010,12:53
GOLD,10 GRMS,AHMEDABAD,18475,+,06 Jul 2010,16:44
GOLD,10 GRMS,AHMEDABAD,18452,-,06 Jul 2010,12:48
GOLD,10 GRMS,AHMEDABAD,18508,=,05 Jul 2010,18:03
GOLD,10 GRMS,AHMEDABAD,18508,=,05 Jul 2010,12:53
GOLD,10 GRMS,AHMEDABAD,18508,+,03 Jul 2010,12:38
GOLD,10 GRMS,AHMEDABAD,18508,+,03 Jul 2010,12:37
GOLD,10 GRMS,AHMEDABAD,18475,+,02 Jul 2010,16:48
GOLD,10 GRMS,AHMEDABAD,18425,-,02 Jul 2010,12:38
GOLD,10 GRMS,AHMEDABAD,18815,-,01 Jul 2010,16:53
GOLD,10 GRMS,AHMEDABAD,18825,+,01 Jul 2010,12:57
GOLD,10 GRMS,AHMEDABAD,18805,-,30 Jun 2010,17:33
GOLD,10 GRMS,AHMEDABAD,18825,+,30 Jun 2010,12:52
GOLD,10 GRMS,AHMEDABAD,18760,+,29 Jun 2010,16:56
GOLD,10 GRMS,AHMEDABAD,18700,-,29 Jun 2010,12:57
GOLD,10 GRMS,AHMEDABAD,18700,-,29 Jun 2010,12:57
GOLD,10 GRMS,AHMEDABAD,18870,+,28 Jun 2010,16:44
GOLD,10 GRMS,AHMEDABAD,18825,-,28 Jun 2010,12:55
GOLD,10 GRMS,AHMEDABAD,18834,+,26 Jun 2010,13:41
GOLD,10 GRMS,AHMEDABAD,18834,+,26 Jun 2010,13:41
GOLD,10 GRMS,AHMEDABAD,18782,-,25 Jun 2010,16:53
GOLD,10 GRMS,AHMEDABAD,18785,+,25 Jun 2010,12:45
GOLD,10 GRMS,AHMEDABAD,18785,+,25 Jun 2010,12:45
GOLD,10 GRMS,AHMEDABAD,18650,+,24 Jun 2010,16:51
GOLD,10 GRMS,AHMEDABAD,18615,-,24 Jun 2010,12:50
GOLD,10 GRMS,AHMEDABAD,18720,+,23 Jun 2010,16:54
GOLD,10 GRMS,AHMEDABAD,18685,+,23 Jun 2010,12:46
GOLD,10 GRMS,AHMEDABAD,18605,+,22 Jun 2010,16:45
GOLD,10 GRMS,AHMEDABAD,18545,-,22 Jun 2010,13:09
GOLD,10 GRMS,AHMEDABAD,18740,-,21 Jun 2010,16:56
GOLD,10 GRMS,AHMEDABAD,18750,-,21 Jun 2010,12:58
GOLD,10 GRMS,AHMEDABAD,18825,+,19 Jun 2010,12:51
GOLD,10 GRMS,AHMEDABAD,18825,+,19 Jun 2010,12:51
GOLD,10 GRMS,AHMEDABAD,18750,+,18 Jun 2010,16:43
GOLD,10 GRMS,AHMEDABAD,18710,+,18 Jun 2010,12:41
GOLD,10 GRMS,AHMEDABAD,18675,-,17 Jun 2010,16:53
GOLD,10 GRMS,AHMEDABAD,18713,+,17 Jun 2010,12:40
GOLD,10 GRMS,AHMEDABAD,18710,+,16 Jun 2010,16:59
GOLD,10 GRMS,AHMEDABAD,18645,+,16 Jun 2010,12:42
GOLD,10 GRMS,AHMEDABAD,18565,-,15 Jun 2010,16:53
GOLD,10 GRMS,AHMEDABAD,18635,+,15 Jun 2010,12:43
GOLD,10 GRMS,AHMEDABAD,18610,-,14 Jun 2010,16:58
GOLD,10 GRMS,AHMEDABAD,18715,-,14 Jun 2010,12:49
GOLD,10 GRMS,AHMEDABAD,18719,+,12 Jun 2010,13:07
GOLD,10 GRMS,AHMEDABAD,18719,+,12 Jun 2010,13:07
GOLD,10 GRMS,AHMEDABAD,18635,+,11 Jun 2010,16:43
GOLD,10 GRMS,AHMEDABAD,18630,-,11 Jun 2010,12:44
GOLD,10 GRMS,AHMEDABAD,18710,-,10 Jun 2010,16:47
GOLD,10 GRMS,AHMEDABAD,18774,-,10 Jun 2010,12:48
GOLD,10 GRMS,AHMEDABAD,18955,+,09 Jun 2010,16:45
GOLD,10 GRMS,AHMEDABAD,18866,-,09 Jun 2010,12:46
GOLD,10 GRMS,AHMEDABAD,19125,+,08 Jun 2010,16:46
GOLD,10 GRMS,AHMEDABAD,18939,+,08 Jun 2010,12:44
GOLD,10 GRMS,AHMEDABAD,18610,-,07 Jun 2010,16:53
GOLD,10 GRMS,AHMEDABAD,18663,-,07 Jun 2010,13:11
GOLD,10 GRMS,AHMEDABAD,18785,+,05 Jun 2010,13:31
GOLD,10 GRMS,AHMEDABAD,18785,+,05 Jun 2010,13:31
